customerID,InternetService,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,service_adoption_score
7860-KSUGX,DSL,1,1,1,1,0,0,0,4
8966-KZXXA,No,1,0,0,0,0,0,0,1
6910-HADCM,Fiber optic,1,0,0,1,0,0,0,2
4816-LXZYW,Fiber optic,1,0,1,0,0,0,0,2
9606-PBKBQ,Fiber optic,1,0,0,0,0,0,1,2
5149-QYTTU,Fiber optic,1,1,1,1,1,0,0,5
2070-XYMFH,Fiber optic,1,0,0,1,0,0,0,2
2085-BOJKI,Fiber optic,1,0,0,1,0,1,1,4
0817-HSUSE,DSL,1,0,0,1,1,1,1,5
5442-PPTJY,No,1,0,0,0,0,0,0,1
1927-QEWMY,No,1,0,0,0,0,0,0,1
1663-MHLHE,No,1,0,0,0,0,0,0,1
5663-QBGIS,Fiber optic,1,0,1,0,0,1,1,4
4450-MDZFX,Fiber optic,1,0,0,0,0,0,0,1
6701-DHKWQ,DSL,0,0,1,1,1,1,0,4
7554-AKDQF,DSL,1,0,0,0,0,0,0,1
3536-IQCTX,Fiber optic,1,0,0,0,0,0,1,2
4911-BANWH,Fiber optic,1,0,0,0,0,1,0,2
8496-EJAUI,Fiber optic,1,0,1,0,0,0,0,2
0794-YVSGE,No,1,0,0,0,0,0,0,1
5423-BHIXO,DSL,1,0,1,0,0,0,0,2
6908-VVYHM,Fiber optic,1,0,1,0,0,0,1,3
2959-EEXWB,DSL,0,1,0,0,0,1,1,3
1839-UMACK,No,1,0,0,0,0,0,0,1
3030-YDNRM,Fiber optic,1,0,0,0,0,0,0,1
7321-KKSDU,No,1,0,0,0,0,0,0,1
3402-XRIUO,DSL,1,1,1,0,1,0,0,4
3132-TVFDZ,DSL,0,0,0,0,0,1,1,2
8286-AFUYI,DSL,1,1,0,0,0,0,0,2
8080-DDEMJ,DSL,1,0,0,0,0,0,0,1
8356-WUAOJ,DSL,1,0,0,0,0,0,0,1
6365-MTGZX,Fiber optic,1,0,0,0,1,1,1,4
1349-WXNGG,No,1,0,0,0,0,0,0,1
8058-DMYRU,Fiber optic,1,0,1,0,0,0,1,3
9350-ZXYJC,No,1,0,0,0,0,0,0,1
6990-YNRIO,Fiber optic,1,1,0,1,1,1,1,6
8958-JPTRR,No,1,0,0,0,0,0,0,1
6959-GQEGV,DSL,1,1,0,1,0,1,1,5
3173-WSSUE,No,1,0,0,0,0,0,0,1
1265-HVPZB,DSL,1,1,1,1,0,1,0,5
4115-UMJFQ,DSL,0,0,1,1,0,0,0,2
7369-TRPFD,No,1,0,0,0,0,0,0,1
1098-KFQEC,No,1,0,0,0,0,0,0,1
7190-XHTWJ,No,1,0,0,0,0,0,0,1
0621-TWIEM,DSL,1,0,0,0,0,0,0,1
3537-RYBHH,DSL,1,1,1,1,0,0,0,4
2485-ITVKB,DSL,0,0,0,0,0,0,1,1
3669-OYSJI,DSL,1,0,0,0,0,0,0,1
1612-EOHDH,DSL,1,0,0,0,0,0,0,1
6702-OHFWR,DSL,0,0,1,1,0,0,1,3
5296-BFCYD,No,1,0,0,0,0,0,0,1
4510-PYUSH,DSL,1,1,1,0,0,0,0,3
9359-JANWS,DSL,1,1,0,1,1,0,0,4
7517-SAWMO,Fiber optic,1,1,0,0,0,0,0,2
4143-HHPMK,Fiber optic,1,0,1,0,0,0,1,3
3279-DYZQM,No,1,0,0,0,0,0,0,1
7054-LGEQW,DSL,1,0,0,0,0,0,0,1
0523-VNGTF,DSL,0,0,1,1,1,1,0,4
9575-IWCAZ,No,1,0,0,0,0,0,0,1
7105-MXJLL,DSL,1,0,0,1,0,0,1,3
7064-FRRSW,Fiber optic,1,0,1,0,0,1,1,4
7940-UQQUG,Fiber optic,1,1,0,0,1,1,1,5
0923-PNFUB,Fiber optic,1,0,1,0,0,1,0,3
3961-SXAXY,DSL,1,0,0,0,0,0,0,1
7010-BRBUU,No,1,0,0,0,0,0,0,1
3566-HJGPK,DSL,1,0,0,0,0,0,0,1
3062-ICYZQ,Fiber optic,1,1,1,0,0,0,1,4
9938-PRCVK,No,1,0,0,0,0,0,0,1
0973-KYVNF,DSL,1,1,1,1,0,1,0,5
5129-HHMZC,DSL,1,1,1,0,1,1,1,6
9637-CDTKZ,Fiber optic,1,1,1,1,1,1,1,7
3946-JEWRQ,Fiber optic,1,0,0,0,0,1,1,3
7873-CVMAW,DSL,1,1,1,1,1,1,1,7
0463-WZZKO,No,1,0,0,0,0,0,0,1
3494-JCHRQ,Fiber optic,1,0,0,0,0,0,0,1
6474-FVJLC,Fiber optic,1,0,0,0,0,0,1,2
4524-QCSSM,DSL,0,1,1,0,0,0,1,3
5832-EXGTT,DSL,1,1,0,0,0,0,1,3
8840-DQLGN,Fiber optic,1,1,1,0,1,1,0,5
2039-JONDJ,DSL,1,1,1,0,0,0,0,3
7217-JYHOQ,DSL,1,1,1,0,1,0,1,5
6695-FRVEC,DSL,1,1,0,1,1,0,0,4
4547-LYTDD,Fiber optic,1,0,0,0,0,0,0,1
9894-QMIMJ,DSL,1,0,1,1,0,0,0,3
8069-YQQAJ,DSL,0,0,1,0,0,0,0,1
6770-XUAGN,No,1,0,0,0,0,0,0,1
4193-ORFCL,DSL,1,0,0,0,0,0,0,1
1636-NTNCO,DSL,0,0,1,0,0,1,1,3
3466-WAESX,DSL,1,1,1,0,0,0,1,4
9281-PKKZE,DSL,0,0,0,0,0,1,1,2
3638-VBZTA,DSL,1,1,1,0,1,1,1,6
7459-IMVYU,DSL,1,1,1,1,1,0,0,5
7776-QWNFX,DSL,1,0,1,0,0,0,0,2
6689-TCZHQ,Fiber optic,1,0,0,0,0,0,1,2
8563-OYMQY,Fiber optic,1,0,1,1,0,0,1,4
0754-EEBDC,No,1,0,0,0,0,0,0,1
5777-ZPQNC,No,1,0,0,0,0,0,0,1
1951-IEYXM,DSL,1,1,1,1,1,1,1,7
3318-NMQXL,Fiber optic,1,0,0,0,0,1,1,3
3143-ILDAL,Fiber optic,1,0,1,0,1,0,1,4
1022-RKXDR,No,1,0,0,0,0,0,0,1
2361-FJWNO,DSL,0,0,1,0,1,0,0,2
2272-UOINI,DSL,1,1,1,0,1,1,1,6
8232-UTFOZ,No,1,0,0,0,0,0,0,1
3750-YHRYO,No,1,0,0,0,0,0,0,1
6637-KYRCV,DSL,0,0,1,0,0,0,0,1
5668-MEISB,Fiber optic,1,1,1,1,1,1,0,6
0129-QMPDR,No,1,0,0,0,0,0,0,1
7188-CBBBA,Fiber optic,1,0,1,1,0,1,0,4
5356-CSVSQ,DSL,1,0,0,0,1,1,0,3
3221-CJMSG,DSL,1,0,0,0,1,0,0,2
4720-VSTSI,Fiber optic,1,0,1,1,0,0,0,3
3219-JQRSL,DSL,1,1,1,1,1,1,1,7
2801-NISEI,DSL,1,1,0,0,1,0,0,3
3946-MHCZW,DSL,1,0,0,1,0,0,0,2
4623-ZKHLY,No,1,0,0,0,0,0,0,1
6732-VAILE,DSL,1,0,1,1,1,1,1,6
8201-AAXCB,DSL,1,0,0,0,0,1,0,2
7696-CFTAT,No,1,0,0,0,0,0,0,1
1845-CSBRZ,Fiber optic,1,0,0,0,0,1,0,2
2123-VSCOT,DSL,1,0,0,1,1,1,0,4
6651-AZVTJ,Fiber optic,1,0,0,1,0,1,1,4
4566-GOLUK,Fiber optic,1,0,0,1,1,1,1,5
2484-DGXPZ,No,1,0,0,0,0,0,0,1
2018-QKYGT,Fiber optic,1,0,0,0,0,0,1,2
2792-VPPET,No,1,0,0,0,0,0,0,1
7409-JURKQ,Fiber optic,1,0,1,1,1,1,1,6
3247-MHJKM,No,1,0,0,0,0,0,0,1
1964-SVLEA,No,1,0,0,0,0,0,0,1
4587-NUKOX,Fiber optic,1,1,1,0,0,0,0,3
7297-DVYGA,No,1,0,0,0,0,0,0,1
2239-CGBUZ,DSL,1,1,1,0,1,0,0,4
0854-UYHZD,No,1,0,0,0,0,0,0,1
7243-LCGGZ,No,1,0,0,0,0,0,0,1
8267-KFGYD,No,1,0,0,0,0,0,0,1
4890-VMUAV,DSL,1,1,1,1,1,0,0,5
9261-WDCAF,DSL,1,0,0,0,0,0,1,2
3764-MNMOI,No,1,0,0,0,0,0,0,1
7442-YGZFK,DSL,1,0,0,0,0,0,0,1
0420-BWTPW,DSL,0,0,0,0,0,0,0,0
8229-BUJHX,No,1,0,0,0,0,0,0,1
7449-HVPIV,Fiber optic,1,0,0,1,0,1,0,3
5504-WSIUR,Fiber optic,1,0,1,1,1,0,0,4
8183-ONMXC,Fiber optic,1,0,0,0,0,0,1,2
8466-PZBLH,Fiber optic,1,1,0,0,1,1,1,5
9614-RMGHA,Fiber optic,1,0,1,0,0,1,0,3
8735-IJJEG,DSL,1,0,0,1,0,0,0,2
0564-MUUQK,Fiber optic,1,0,0,1,1,0,1,4
5054-IEXZT,Fiber optic,1,0,1,0,0,0,0,2
5834-ASPWA,Fiber optic,1,0,0,0,0,0,0,1
0701-RFGFI,Fiber optic,1,0,0,0,0,1,1,3
0019-EFAEP,Fiber optic,1,1,1,1,0,1,0,5
5619-PTMIK,DSL,1,1,0,0,0,0,0,2
3737-XBQDD,Fiber optic,1,0,1,1,0,0,0,3
5882-CMAZQ,DSL,0,0,1,0,1,0,0,2
5846-QFDFI,Fiber optic,1,0,1,1,1,0,0,4
4445-KWOKW,DSL,1,1,1,0,0,0,0,3
3511-APPBJ,Fiber optic,1,1,0,1,0,1,1,5
7967-HYCDE,Fiber optic,1,0,0,0,0,0,0,1
2430-RRYUW,DSL,1,1,1,0,0,0,0,3
3948-XHGNA,DSL,1,1,0,0,0,0,0,2
3723-BFBGR,DSL,1,0,1,0,0,0,0,2
0565-IYCGT,DSL,1,1,1,1,1,0,1,6
5447-WZAFP,Fiber optic,1,0,1,1,0,1,1,5
5110-CHOPY,DSL,0,1,0,1,0,1,1,4
5445-UTODQ,Fiber optic,1,0,0,0,0,1,0,2
4425-OWHWB,No,1,0,0,0,0,0,0,1
7892-QVYKW,Fiber optic,1,0,0,0,0,0,1,2
9675-ICXCT,DSL,1,1,0,1,1,1,1,6
1024-VRZHF,Fiber optic,1,0,0,0,0,0,0,1
4703-MQYKT,No,1,0,0,0,0,0,0,1
9497-QCMMS,Fiber optic,1,0,0,0,0,1,1,3
5692-ICXLW,Fiber optic,1,0,1,0,0,1,0,3
0602-DDUML,DSL,1,0,1,1,1,1,0,5
2208-MPXIO,No,1,0,0,0,0,0,0,1
1960-UYCNN,Fiber optic,1,0,1,1,0,0,1,4
0348-SDKOL,Fiber optic,1,0,0,1,1,1,1,5
3190-FZATL,No,1,0,0,0,0,0,0,1
7336-RLLRH,DSL,1,1,0,0,1,1,1,5
4373-MAVJG,Fiber optic,1,0,1,0,0,0,1,3
8901-HJXTF,DSL,0,0,1,0,0,0,0,1
7710-JSYOA,Fiber optic,1,0,1,0,1,0,1,4
5419-KLXBN,Fiber optic,1,0,1,1,0,1,0,4
3424-NMNBO,Fiber optic,1,1,1,1,0,1,1,6
9885-MFVSU,DSL,0,1,0,0,1,1,0,3
4514-GFCFI,Fiber optic,1,0,0,0,0,1,0,2
0607-MVMGC,DSL,1,0,1,1,0,1,1,5
3365-SAIGS,Fiber optic,1,0,1,0,0,1,0,3
9828-AOQLM,DSL,1,0,0,0,0,0,0,1
8022-BECSI,No,1,0,0,0,0,0,0,1
8000-REIQB,Fiber optic,1,0,0,0,0,0,0,1
9993-LHIEB,DSL,1,1,0,1,1,0,1,5
0266-CLZKZ,Fiber optic,1,0,0,1,1,1,1,5
7615-ESMYF,DSL,0,0,0,0,0,1,1,2
3858-VOBET,Fiber optic,1,0,0,0,0,0,0,1
7020-OZKXZ,Fiber optic,1,0,0,1,0,0,0,2
3977-QCRSL,No,1,0,0,0,0,0,0,1
0017-DINOC,DSL,0,1,0,0,1,1,0,3
1447-PJGGA,Fiber optic,1,0,0,1,0,1,1,4
8565-CLBZW,Fiber optic,1,0,0,1,0,1,0,3
9139-WQQDY,Fiber optic,1,0,1,0,0,1,1,4
0224-HJAPT,DSL,1,0,0,0,0,0,0,1
8086-OVPWV,Fiber optic,1,0,0,0,0,0,1,2
9430-FRQOC,Fiber optic,1,0,0,1,1,0,0,3
7639-OPLNG,DSL,1,1,1,1,1,1,0,6
3074-GQWYX,Fiber optic,1,0,0,0,0,0,0,1
1492-QGCLU,DSL,1,1,0,1,1,1,1,6
6845-RGTYS,Fiber optic,1,1,1,1,0,1,0,5
7328-OWMOM,No,1,0,0,0,0,0,0,1
4418-LZMSV,DSL,1,0,1,1,1,0,0,4
5155-AZQPB,DSL,1,0,0,0,0,0,0,1
8861-HGGKB,Fiber optic,1,0,0,0,0,0,1,2
1087-GRUYI,No,1,0,0,0,0,0,0,1
7065-YUNRY,DSL,1,0,0,0,0,0,0,1
7694-VLBWQ,Fiber optic,1,0,1,1,0,1,1,5
2546-KZAAT,DSL,1,1,1,0,0,1,1,5
0181-RITDD,Fiber optic,1,1,1,1,1,1,1,7
5989-PGKJB,Fiber optic,1,0,1,0,0,0,1,3
4795-KTRTH,Fiber optic,1,0,1,0,0,0,0,2
8272-ONJLV,Fiber optic,1,0,0,1,0,1,1,4
1488-PBLJN,Fiber optic,1,1,1,1,1,1,1,7
0308-GIQJT,Fiber optic,1,0,1,0,1,1,1,5
3778-FOAQW,No,1,0,0,0,0,0,0,1
4452-ROHMO,No,1,0,0,0,0,0,0,1
6481-OGDOO,Fiber optic,1,1,1,0,0,0,1,4
3090-LETTY,DSL,1,1,1,0,0,0,0,3
5349-AZPEW,DSL,0,0,0,0,0,0,0,0
3753-TSEMP,Fiber optic,1,0,0,0,0,1,1,3
8305-VHZBZ,No,1,0,0,0,0,0,0,1
9720-JJJOR,DSL,1,1,1,1,0,0,0,4
8100-HZZLJ,DSL,1,1,1,0,0,0,1,4
8775-ERLNB,Fiber optic,1,0,0,0,0,0,0,1
8309-IEYJD,Fiber optic,1,0,0,0,0,0,0,1
9172-JITSM,Fiber optic,1,0,0,0,0,1,1,3
6298-QDFNH,Fiber optic,1,0,1,0,0,0,0,2
7398-HPYZQ,DSL,1,1,1,1,1,1,1,7
3546-GHEAE,No,1,0,0,0,0,0,0,1
7361-YPXFS,DSL,1,0,1,1,1,0,0,4
6557-BZXLQ,Fiber optic,1,0,0,0,0,0,0,1
2550-QHZGP,No,1,0,0,0,0,0,0,1
7519-JTWQH,Fiber optic,1,0,1,1,1,1,1,6
2538-OIMXF,DSL,0,0,0,0,0,0,0,0
8543-MSDMF,DSL,1,1,0,1,0,1,1,5
9961-JBNMK,Fiber optic,1,0,0,1,0,1,1,4
1170-SASML,Fiber optic,1,0,1,1,0,0,0,3
4872-JCVCA,DSL,0,1,1,1,1,0,0,4
5346-BZCHP,No,1,0,0,0,0,0,0,1
2038-LLMLM,Fiber optic,1,0,0,1,1,1,1,5
6173-ITPWD,Fiber optic,1,0,1,1,0,0,0,3
9734-UYXQI,DSL,1,0,0,0,0,0,0,1
1216-BGTSP,Fiber optic,1,1,0,1,1,1,1,6
4138-NAXED,Fiber optic,1,0,1,0,0,0,0,2
2189-UXTKY,DSL,1,1,0,0,1,1,1,5
0744-BIKKF,DSL,1,1,1,1,1,1,1,7
7483-IQWIB,Fiber optic,1,0,1,1,0,1,0,4
5248-KWLAR,DSL,1,1,1,1,1,1,1,7
4958-GZWIY,DSL,1,0,0,1,0,0,0,2
7996-MHXLW,No,1,0,0,0,0,0,0,1
7833-PKIHD,DSL,1,1,0,0,1,1,1,5
7061-OVMIM,No,1,0,0,0,0,0,0,1
5153-RTHKF,Fiber optic,1,0,0,0,0,1,0,2
1852-QSWCD,No,1,0,0,0,0,0,0,1
4832-VRBMR,Fiber optic,1,0,1,1,0,1,1,5
9079-LWTFD,Fiber optic,1,1,1,0,1,1,0,5
6356-ELRKD,Fiber optic,1,1,0,0,0,1,1,4
8624-GIOUT,DSL,1,1,1,0,0,0,0,3
3392-EHMNK,Fiber optic,1,0,1,0,1,1,0,4
5986-WWXDV,No,1,0,0,0,0,0,0,1
3061-BCKYI,No,1,0,0,0,0,0,0,1
6179-GJPSO,Fiber optic,1,1,1,0,1,1,1,6
7901-TBKJX,Fiber optic,1,0,0,1,0,1,1,4
7228-PAQPD,DSL,1,0,0,0,1,0,1,3
3177-LASXD,Fiber optic,1,0,0,0,0,0,0,1
7746-QYVCO,DSL,1,1,1,0,0,0,0,3
5804-HYIEZ,Fiber optic,1,1,1,0,0,1,1,5
9919-FZDED,DSL,1,1,1,1,0,1,1,6
5934-TSSAU,Fiber optic,1,0,0,1,0,0,0,2
3486-KHMLI,No,1,0,0,0,0,0,0,1
4897-QSUYC,No,1,0,0,0,0,0,0,1
1084-UQCHV,Fiber optic,1,0,0,0,0,0,0,1
8290-YWKHZ,Fiber optic,1,0,0,0,0,1,1,3
2955-BJZHG,Fiber optic,1,0,0,0,0,1,0,2
3806-DXQOM,DSL,0,1,1,0,0,0,0,2
6784-XYJAE,DSL,1,0,0,1,0,0,0,2
3933-DQPWX,DSL,0,0,1,1,1,0,0,3
6661-EIPZC,DSL,0,0,0,0,1,0,0,1
8957-THMOA,No,1,0,0,0,0,0,0,1
2251-PYLPB,DSL,1,1,1,1,1,0,1,6
5555-RNPGT,No,1,0,0,0,0,0,0,1
1057-FOGLZ,No,1,0,0,0,0,0,0,1
9300-RENDD,Fiber optic,1,0,0,0,0,1,0,2
0761-AETCS,No,1,0,0,0,0,0,0,1
8087-LGYHQ,Fiber optic,1,0,0,1,0,1,1,4
4137-BTIKL,Fiber optic,1,1,0,0,0,0,1,3
2190-BCXEC,Fiber optic,1,0,0,0,1,0,0,2
6227-FBDXH,Fiber optic,1,0,0,1,0,1,1,4
2153-MREFK,Fiber optic,1,1,0,1,1,0,1,5
2911-WDXMV,Fiber optic,1,0,0,1,0,0,0,2
7206-PQBBZ,Fiber optic,1,0,0,0,0,0,0,1
3106-ULWFW,Fiber optic,1,0,0,0,0,0,1,2
0925-VYDLG,Fiber optic,1,0,0,0,0,0,0,1
4547-FZJWE,DSL,1,1,0,0,0,0,1,3
7422-WNBTY,Fiber optic,1,0,1,1,0,0,1,4
0842-IWYCP,DSL,1,0,0,0,0,0,0,1
3521-HTQTV,No,1,0,0,0,0,0,0,1
3744-ZBHON,No,1,0,0,0,0,0,0,1
3373-DIUUN,No,1,0,0,0,0,0,0,1
8383-SGHJU,DSL,1,1,0,0,1,0,0,3
7607-QKKTJ,Fiber optic,1,0,1,1,0,0,1,4
7707-PYBBH,DSL,1,1,1,0,1,0,0,4
8984-HPEMB,Fiber optic,1,1,1,1,1,1,1,7
4349-GFQHK,DSL,1,0,0,1,0,0,0,2
4139-DETXS,DSL,0,1,1,1,1,1,1,6
9779-DPNEJ,Fiber optic,1,0,0,0,0,0,1,2
9805-FILKB,No,1,0,0,0,0,0,0,1
5793-YOLJN,No,1,0,0,0,0,0,0,1
0673-IGUQO,No,1,0,0,0,0,0,0,1
4123-FCVCB,DSL,1,0,0,0,1,1,1,4
8819-IMISP,Fiber optic,1,0,1,0,0,0,0,2
7802-EFKNY,DSL,0,0,0,0,0,0,0,0
8311-UEUAB,DSL,1,1,0,0,0,1,1,4
5858-EAFCZ,DSL,1,0,0,0,0,0,0,1
8035-BUYVG,DSL,0,1,1,1,0,0,0,3
1163-ONYEY,DSL,1,1,1,1,0,1,0,5
9787-XVQIU,Fiber optic,1,0,0,0,0,0,0,1
8945-MUQUF,Fiber optic,1,1,1,0,0,1,0,4
5656-MJEFC,DSL,0,1,0,1,1,1,0,4
6082-OQFBA,No,1,0,0,0,0,0,0,1
8051-HJRLT,Fiber optic,1,0,0,0,0,0,0,1
8974-OVACP,No,1,0,0,0,0,0,0,1
4010-YLMVT,Fiber optic,1,1,1,0,0,1,1,5
1379-FRVEB,Fiber optic,1,0,1,0,0,1,0,3
8612-GXIDD,No,1,0,0,0,0,0,0,1
6288-CHQJB,DSL,1,1,0,1,1,0,1,5
8160-HOWOX,DSL,1,0,0,0,0,1,1,3
3023-GFLBR,Fiber optic,1,0,0,0,0,0,1,2
6648-INWPS,No,1,0,0,0,0,0,0,1
4223-BKEOR,DSL,1,1,0,1,0,0,1,4
4079-VTGLK,DSL,1,0,0,1,0,1,1,4
1763-WQFUK,DSL,1,0,0,0,1,0,0,2
1391-UBDAR,Fiber optic,1,0,0,1,0,0,0,2
8894-JVDCV,Fiber optic,1,1,1,1,1,1,1,7
2023-VQFDL,No,1,0,0,0,0,0,0,1
1345-GKDZZ,No,1,0,0,0,0,0,0,1
2014-MKGMH,Fiber optic,1,0,0,1,0,1,1,4
5628-FCGYG,Fiber optic,1,0,0,0,0,0,1,2
2560-WBWXF,No,1,0,0,0,0,0,0,1
0248-IPDFW,DSL,1,0,0,0,0,0,0,1
7978-DKUQH,Fiber optic,1,0,0,1,0,0,0,2
4335-UPJSI,No,1,0,0,0,0,0,0,1
0524-IAVZO,Fiber optic,1,0,0,0,0,0,1,2
2737-YNGYW,Fiber optic,1,0,0,0,0,0,1,2
1784-EZDKJ,Fiber optic,1,0,1,1,0,1,1,5
9297-FVVDH,DSL,1,1,0,1,1,1,1,6
8007-YYPWD,No,1,0,0,0,0,0,0,1
7101-HRBLJ,DSL,1,1,1,1,1,1,1,7
5159-YFPKQ,Fiber optic,1,0,0,1,0,0,0,2
6635-CPNUN,Fiber optic,1,0,1,1,0,1,0,4
4021-RQSNY,Fiber optic,1,0,0,1,0,1,1,4
5453-YBTWV,Fiber optic,1,1,1,1,1,1,0,6
5039-LZRQT,No,1,0,0,0,0,0,0,1
2931-VUVJN,Fiber optic,1,1,1,1,1,0,0,5
9061-TIHDA,Fiber optic,1,0,0,0,0,1,1,3
8699-ASUFO,Fiber optic,1,0,0,0,0,0,0,1
6418-PIQSP,DSL,1,1,0,1,1,1,1,6
8220-OCUFY,DSL,1,1,0,1,1,0,0,4
3995-WFCSM,DSL,1,0,0,1,0,0,1,3
1895-QTKDO,DSL,1,0,0,0,0,0,0,1
2038-OEQZH,Fiber optic,1,0,0,1,0,0,1,3
1178-PZGAB,No,1,0,0,0,0,0,0,1
7927-AUXBZ,Fiber optic,1,0,0,0,1,1,0,3
2626-VEEWG,No,1,0,0,0,0,0,0,1
2878-RMWXY,Fiber optic,1,1,1,1,0,0,1,5
1657-DYMBM,No,1,0,0,0,0,0,0,1
7311-MQJCH,No,1,0,0,0,0,0,0,1
7375-WMVMT,Fiber optic,1,0,1,1,1,0,1,5
1136-XGEQU,DSL,1,0,1,1,1,1,1,6
2530-FMFXO,Fiber optic,1,0,0,1,1,1,1,5
6844-DZKRF,DSL,1,0,0,0,1,0,0,2
4695-WJZUE,Fiber optic,1,0,0,1,0,0,1,3
7619-ODSGN,DSL,1,1,0,0,0,0,0,2
5970-GHJAW,No,1,0,0,0,0,0,0,1
8879-XUAHX,Fiber optic,1,1,1,1,1,1,1,7
3689-MOZGR,DSL,0,0,0,0,1,0,0,1
4195-PNGZS,No,1,0,0,0,0,0,0,1
5003-XZWWO,DSL,1,0,1,1,1,1,1,6
3988-RQIXO,Fiber optic,1,0,0,0,0,1,1,3
7622-FWGEW,DSL,1,1,1,1,1,1,1,7
6922-NCEDI,No,1,0,0,0,0,0,0,1
2514-GINMM,Fiber optic,1,0,0,0,0,1,0,2
9891-NQDBD,No,1,0,0,0,0,0,0,1
6131-IUNXN,No,1,0,0,0,0,0,0,1
8548-AWOFC,DSL,1,0,0,0,1,0,1,3
9798-DRYDS,DSL,1,0,0,1,1,0,0,3
8532-UEFWH,No,1,0,0,0,0,0,0,1
6296-DDOOR,DSL,1,0,1,0,0,1,0,3
7951-VRDVK,DSL,1,1,1,1,1,1,1,7
5931-FLJJF,Fiber optic,1,0,0,0,0,0,0,1
4815-YOSUK,Fiber optic,1,1,1,1,1,0,1,6
2659-VXMWZ,Fiber optic,1,1,1,1,0,1,1,6
0380-NEAVX,Fiber optic,1,0,1,1,0,1,1,5
3207-OYBWH,Fiber optic,1,0,1,1,0,0,1,4
4285-GYRQC,Fiber optic,1,0,0,1,0,1,0,3
7216-EWTRS,Fiber optic,1,0,0,1,0,1,1,4
4365-MSDYN,No,1,0,0,0,0,0,0,1
7036-TYDEC,Fiber optic,1,0,0,1,1,1,1,5
5802-ADBRC,Fiber optic,1,1,0,1,0,1,1,5
8076-FEZKJ,No,1,0,0,0,0,0,0,1
5197-YPYBZ,No,1,0,0,0,0,0,0,1
8337-MSSXB,Fiber optic,1,0,1,0,0,0,1,3
4312-GVYNH,DSL,0,1,0,1,1,0,1,4
8495-LJDFO,Fiber optic,1,1,0,1,1,1,1,6
0839-JTCUD,DSL,1,1,1,1,1,1,1,7
5494-WOZRZ,DSL,1,1,0,1,1,1,1,6
1302-UHBDD,Fiber optic,1,0,0,0,0,1,1,3
2234-EOFPT,DSL,1,1,1,0,1,1,1,6
8619-IJNDK,DSL,1,1,1,1,1,0,0,5
8378-LKJAF,Fiber optic,1,0,0,1,0,1,1,4
8182-BJDSI,Fiber optic,1,0,1,0,0,0,1,3
2528-HFYZX,Fiber optic,1,0,1,0,0,0,0,2
1153-GNOLC,DSL,0,0,1,0,0,1,0,2
3298-QEICA,DSL,0,1,0,0,1,0,0,2
0788-DXBFY,No,1,0,0,0,0,0,0,1
3597-YASZG,Fiber optic,1,0,1,0,1,1,1,5
3496-LFSZU,Fiber optic,1,0,0,0,0,0,0,1
5242-UOWHD,No,1,0,0,0,0,0,0,1
2482-CZGBB,Fiber optic,1,0,0,0,0,0,0,1
6479-SZPLM,No,1,0,0,0,0,0,0,1
8097-VBQTZ,DSL,1,1,1,0,1,1,0,5
4500-HKANN,DSL,1,0,1,0,1,0,0,3
9917-KWRBE,DSL,1,1,1,1,0,1,0,5
3420-ZDBMA,Fiber optic,1,0,0,0,0,0,0,1
2212-LYASK,DSL,0,0,1,1,0,0,1,3
1393-IMKZG,Fiber optic,1,0,0,0,1,1,1,4
8069-RHUXK,DSL,0,1,0,0,1,0,0,2
3398-GCPMU,DSL,1,1,1,1,1,1,1,7
2908-WGAXL,No,1,0,0,0,0,0,0,1
3378-AJRAO,No,1,0,0,0,0,0,0,1
1013-QCWAM,Fiber optic,1,0,1,0,0,1,1,4
0866-QLSIR,DSL,1,1,1,0,1,0,0,4
6050-FFXES,Fiber optic,1,0,0,1,1,1,1,5
7181-BQYBV,Fiber optic,1,1,0,1,0,1,1,5
0362-RAOQO,No,1,0,0,0,0,0,0,1
9554-DFKIC,DSL,1,1,0,0,0,0,0,2
5527-ACHSO,DSL,1,0,0,0,1,1,1,4
0829-DDVLK,No,1,0,0,0,0,0,0,1
1399-UBQIU,DSL,1,0,0,1,0,1,1,4
1813-JLKWR,No,1,0,0,0,0,0,0,1
0336-PIKEI,DSL,1,1,1,1,1,1,0,6
7322-OCWHC,Fiber optic,1,1,1,1,1,0,0,5
9537-VHDTA,DSL,1,1,0,0,0,0,0,2
4957-TIALW,DSL,1,1,1,1,1,0,0,5
2054-PJOCK,DSL,1,0,0,1,1,1,1,5
9150-HEPMB,DSL,1,1,0,1,0,0,0,3
9030-QGZNL,No,1,0,0,0,0,0,0,1
6204-IEUXJ,Fiber optic,1,0,0,1,1,0,0,3
3126-WQMGH,DSL,1,0,0,0,0,0,0,1
4529-CKBCL,Fiber optic,1,0,0,0,0,1,0,2
2506-CLAKW,Fiber optic,1,1,1,1,1,0,1,6
7176-WRTNX,Fiber optic,1,1,1,1,1,1,1,7
1583-IHQZE,Fiber optic,1,0,1,1,1,1,1,6
5732-IKGQH,Fiber optic,1,1,0,1,1,1,1,6
9239-GZHZE,Fiber optic,1,1,1,1,1,1,1,7
7205-BAIAD,No,1,0,0,0,0,0,0,1
0151-ONTOV,Fiber optic,1,0,0,0,0,0,0,1
4140-MUHUG,Fiber optic,1,0,0,1,0,1,0,3
