customerID,gender,SeniorCitizen,Partner,Dependents,tenure,customer_lifetime_value,revenue_tier,engagement_score
2660-EMUBI,Male,1,No,No,10,953.5,Bronze,16.0
6968-GMKPR,Female,0,No,No,55,4485.25,Gold,42.5
4751-ERMAN,Male,0,Yes,Yes,72,5428.8,Gold,61.0
1436-ZMJAN,Female,0,Yes,No,10,678.0,Bronze,25.0
3292-PBZEJ,Male,1,No,No,11,1225.4,Silver,35.5
0799-DDIHE,Female,0,Yes,Yes,15,694.5,Bronze,12.5
3070-FNFZQ,Female,0,Yes,Yes,23,469.2,Bronze,16.5
2812-SFXMJ,Male,0,No,Yes,1,20.05,Bronze,5.5
7675-OZCZG,Female,1,No,No,3,135.0,Bronze,6.5
5014-WUQMG,Male,0,Yes,Yes,47,4516.7,Gold,48.5
5312-TSZVC,Female,0,No,Yes,15,294.75,Bronze,2.5
2003-CKLOR,Male,0,No,No,66,6567.0,Gold,26.0
0993-OSGPT,Female,1,Yes,No,68,4124.2,Gold,54.0
9254-RBFON,Female,0,Yes,Yes,17,1676.1999999999998,Silver,23.5
1205-WNWPJ,Female,0,No,No,7,416.5,Bronze,18.5
9391-EOYLI,Male,1,Yes,No,12,965.4000000000001,Bronze,16.0
7108-DGVUU,Female,1,Yes,No,21,1505.7,Silver,30.5
2782-JEEBU,Male,0,No,No,21,756.0,Bronze,20.5
5127-BZENZ,Female,0,Yes,Yes,56,3651.2000000000003,Gold,35.0
2720-FVBQP,Female,0,Yes,Yes,6,293.70000000000005,Bronze,8.0
9906-NHHVC,Female,1,No,No,65,3477.5,Gold,52.5
4522-XRWWI,Male,0,Yes,No,42,3378.9,Gold,46.0
3766-EJLFL,Female,0,Yes,Yes,68,7415.4,Gold,64.0
5939-SXWHM,Male,0,Yes,Yes,48,1262.4,Silver,29.0
8152-UOBNY,Female,1,No,No,50,5340.0,Gold,50.0
7351-KYHQH,Female,1,No,No,7,454.65000000000003,Bronze,23.5
7643-RCHXS,Female,0,Yes,Yes,63,1219.0500000000002,Silver,34.5
8246-SHFGA,Male,0,No,No,17,358.70000000000005,Bronze,13.5
8387-MOJJT,Female,0,Yes,Yes,42,3273.9,Gold,23.0
0620-XEFWH,Male,0,Yes,Yes,4,75.4,Bronze,-3.0
6485-QXWWE,Female,0,No,Yes,62,1612.0,Silver,36.0
2761-OCIAX,Male,1,No,No,2,149.4,Bronze,11.0
7321-VGNKU,Female,0,Yes,No,2,140.7,Bronze,6.0
5327-CNLUQ,Male,0,Yes,No,48,4651.200000000001,Gold,49.0
7552-KEYGT,Male,0,Yes,No,27,527.85,Bronze,10.5
5816-JMLGY,Female,0,Yes,Yes,70,5628.0,Gold,59.0
3068-OMWZA,Male,1,No,No,1,88.8,Bronze,15.5
2927-QRRQV,Male,0,Yes,No,46,4353.900000000001,Gold,39.0
6032-KRXXO,Male,0,No,No,30,2707.5,Silver,18.0
7459-RRWQZ,Female,0,No,No,15,969.7500000000001,Bronze,8.5
6265-SXWBU,Male,0,Yes,Yes,69,6606.75,Gold,54.5
7941-RCJOW,Male,0,No,No,65,1270.75,Silver,37.5
6374-NTQLP,Male,1,Yes,Yes,72,7495.2,Gold,66.0
4154-AQUGT,Male,1,Yes,No,13,1157.6499999999999,Silver,22.5
2387-KDZQY,Male,0,No,No,17,341.70000000000005,Bronze,13.5
3584-WKTTW,Male,0,Yes,No,51,5689.05,Gold,39.5
3399-BMLVW,Male,0,Yes,Yes,51,3085.5,Gold,45.5
1971-DTCZB,Female,0,Yes,No,72,6548.400000000001,Gold,71.0
3092-IGHWF,Male,0,Yes,Yes,67,5855.8,Gold,16.5
3374-PZLXD,Male,0,No,No,34,669.8,Bronze,20.0
3813-DHBBB,Male,0,Yes,No,67,3413.65,Gold,53.5
2812-REYAT,Female,0,Yes,No,49,982.45,Bronze,29.5
6518-PPLMZ,Male,0,Yes,Yes,53,1028.1999999999998,Silver,19.5
4939-KYYPY,Male,0,No,No,27,1605.15,Silver,28.5
8017-LXHFA,Female,1,No,No,23,2179.25,Silver,23.5
5930-GBIWP,Male,0,No,No,69,5623.5,Gold,64.5
6022-KOUQO,Female,0,Yes,Yes,2,58.1,Bronze,6.0
6352-TWCAU,Female,0,No,No,35,3025.75,Gold,27.5
2361-UPSND,Female,0,Yes,No,46,3247.6,Gold,48.0
6035-RIIOM,Female,0,No,No,54,5248.8,Gold,25.0
2929-QNSRW,Female,0,Yes,No,56,5502.0,Gold,28.0
1262-OPMFY,Female,0,Yes,No,9,681.75,Bronze,14.5
9504-DSHWM,Male,0,No,No,20,1184.0,Silver,19.0
5035-BVCXS,Male,0,No,No,11,834.9000000000001,Bronze,11.5
6267-DCFFZ,Female,1,Yes,No,30,2701.5,Silver,30.0
3533-UVMOM,Male,0,Yes,No,68,4824.6,Gold,35.0
2439-LYPMQ,Male,1,Yes,No,38,3898.7999999999997,Gold,44.0
4248-QPAVC,Female,1,Yes,No,17,1450.9499999999998,Silver,9.5
1899-VXWXM,Male,0,No,No,48,5092.799999999999,Gold,33.0
1478-VPOAD,Female,0,No,No,1,43.8,Bronze,5.5
9995-HOTOH,Male,0,Yes,Yes,63,3717.0,Gold,56.5
2988-PLAHS,Female,0,No,No,3,209.85000000000002,Bronze,21.5
1371-OJCEK,Female,0,No,No,48,1168.8000000000002,Silver,29.0
4999-IEZLT,Male,0,No,No,66,1943.7,Silver,30.0
8883-ANODQ,Female,0,Yes,Yes,68,5739.200000000001,Gold,49.0
4690-LLKUA,Male,1,No,No,17,765.8499999999999,Bronze,13.5
2351-RRBUE,Female,0,Yes,Yes,7,144.54999999999998,Bronze,8.5
5980-BDHPY,Male,0,Yes,No,72,6271.2,Gold,71.0
1498-DQNRX,Female,0,Yes,No,29,575.6500000000001,Bronze,11.5
9469-WEJBT,Male,0,Yes,No,37,3342.95,Gold,38.5
3331-HQDTW,Female,0,No,No,34,3733.2,Gold,35.0
9490-DFPMD,Female,1,No,No,42,3555.3,Gold,31.0
2581-VKIRT,Female,0,Yes,Yes,59,3864.5,Gold,41.5
5442-XSDCW,Male,0,Yes,Yes,11,874.5,Bronze,15.5
7426-WEIJX,Male,1,Yes,Yes,60,4857.0,Gold,40.0
2851-MMUTZ,Female,0,No,No,27,1516.05,Silver,20.5
3049-NDXFL,Female,0,No,No,1,85.8,Bronze,10.5
8580-AECUZ,Male,1,No,No,1,79.1,Bronze,4.5
3307-TLCUD,Male,0,Yes,No,17,584.8,Bronze,18.5
6625-FLENO,Male,0,Yes,No,58,1203.5,Silver,32.0
2967-MXRAV,Male,0,Yes,Yes,1,18.8,Bronze,5.5
7963-GQRMY,Female,0,Yes,Yes,3,132.89999999999998,Bronze,6.5
8189-HBVRW,Female,0,No,No,53,4812.4,Gold,46.5
4163-KIUHY,Male,0,No,No,35,896.0,Bronze,22.5
1228-FZFRV,Male,0,Yes,Yes,50,5297.5,Gold,30.0
3500-NSDOA,Male,0,Yes,Yes,68,4814.4,Gold,54.0
1171-TYKUR,Male,0,Yes,No,47,1193.8,Silver,28.5
3761-FLYZI,Female,1,Yes,No,65,7072.0,Gold,57.5
2058-DCJBE,Male,0,No,No,5,348.75,Bronze,7.5
5364-XYIRR,Male,0,Yes,No,51,4827.150000000001,Gold,24.5
4829-AUOAX,Female,0,No,No,46,4418.3,Gold,22.0
1219-NNDDO,Female,0,No,No,9,691.65,Bronze,9.5
8388-DMKAE,Female,0,No,No,8,162.0,Bronze,9.0
4403-BWPAY,Male,0,No,No,14,347.2,Bronze,8.0
9659-QEQSY,Female,0,No,No,45,5204.25,Gold,53.5
5405-ZMYXQ,Female,0,No,No,8,596.8,Bronze,1.0
5047-LHVLY,Male,1,No,Yes,1,50.15,Bronze,10.5
1442-OKRJE,Male,0,Yes,Yes,66,6807.900000000001,Gold,55.0
4737-AQCPU,Male,0,Yes,Yes,72,5191.2,Gold,55.0
9158-VCTQB,Female,0,Yes,No,41,4657.599999999999,Gold,31.5
2808-CHTDM,Female,0,Yes,Yes,23,577.3000000000001,Bronze,12.5
6311-UEUME,Female,0,No,No,29,2288.1000000000004,Silver,24.5
0793-TWELN,Female,0,No,No,4,320.6,Bronze,12.0
3283-WCWXT,Male,0,Yes,Yes,6,152.39999999999998,Bronze,8.0
1060-ENTOF,Female,1,Yes,No,67,7061.8,Gold,55.5
0999-QXNSA,Male,1,No,Yes,7,320.25,Bronze,-1.5
5451-MHQOF,Male,0,Yes,Yes,56,1369.2,Silver,33.0
4836-WNFNO,Female,0,Yes,No,72,1800.0,Silver,41.0
9225-BZLNZ,Male,0,Yes,No,72,6138.0,Gold,66.0
0354-VXMJC,Male,0,Yes,Yes,23,450.8,Bronze,16.5
4422-QVIJA,Female,0,No,Yes,35,1755.25,Silver,18.5
9365-SRSZE,Male,1,Yes,No,27,1904.85,Silver,18.5
6839-ITVZJ,Female,0,Yes,Yes,26,1561.3,Silver,28.0
8332-OSJDW,Male,0,Yes,Yes,12,316.79999999999995,Bronze,11.0
4735-BJKOU,Female,0,No,No,40,806.0,Bronze,25.0
0274-JKUJR,Male,0,Yes,Yes,7,411.95,Bronze,28.5
5740-YHGTW,Male,0,Yes,Yes,70,6828.5,Gold,55.0
8917-SZTTJ,Male,0,Yes,Yes,60,1179.0,Silver,23.0
1696-MZVAU,Male,0,Yes,Yes,39,984.75,Bronze,19.5
7359-WWYJV,Male,0,Yes,No,72,8240.4,Gold,71.0
0375-HVGXO,Female,0,No,No,1,34.7,Bronze,5.5
4906-ZHGPK,Male,0,Yes,Yes,54,3817.8,Gold,47.0
8593-WHYHV,Male,0,No,No,3,255.89999999999998,Bronze,11.5
3795-GWTRD,Female,0,Yes,Yes,63,4759.65,Gold,61.5
1298-PHBTI,Male,0,Yes,Yes,71,6020.8,Gold,50.5
6223-DHJGV,Female,0,No,No,42,867.3,Bronze,26.0
6961-MJKBO,Male,0,No,No,47,961.15,Bronze,28.5
6097-EQISJ,Female,0,Yes,Yes,66,6761.7,Gold,34.0
4423-YLHDV,Female,0,Yes,No,21,2192.4,Silver,27.5
8158-WPEZG,Male,0,No,No,11,392.15,Bronze,15.5
0107-YHINA,Male,0,No,Yes,1,99.75,Bronze,16.5
4918-FYJNT,Female,1,Yes,No,55,4974.75,Gold,47.5
0727-BNRLG,Male,0,No,No,69,6737.85,Gold,59.5
4854-CIDCF,Female,1,No,No,3,221.54999999999998,Bronze,11.5
8640-SDGKB,Male,0,No,No,4,297.6,Bronze,17.0
3280-MRDOF,Male,1,No,No,30,2073.0,Silver,35.0
6435-SRWBJ,Female,0,No,No,5,413.75,Bronze,17.5
9964-WBQDJ,Female,0,Yes,No,71,1732.3999999999999,Silver,40.5
6303-KFWSL,Female,0,No,No,29,1602.25,Silver,24.5
1702-CCFNJ,Male,0,Yes,No,52,3190.2000000000003,Gold,41.0
8932-CZHRQ,Male,0,No,No,68,5219.0,Gold,59.0
0386-CWRGM,Female,0,Yes,Yes,46,892.4,Bronze,28.0
5515-RUGKN,Male,0,No,No,8,438.0,Bronze,14.0
0404-AHASP,Male,0,Yes,No,72,1418.3999999999999,Silver,41.0
7279-NMVJC,Female,0,No,No,17,338.29999999999995,Bronze,13.5
2081-VEYEH,Male,0,No,No,3,323.85,Bronze,23.5
6407-UTSLV,Female,1,No,No,2,167.6,Bronze,16.0
4116-TZAQJ,Female,0,No,No,9,668.25,Bronze,14.5
9060-HJJRW,Female,0,No,No,51,2876.4,Silver,45.5
2587-YNLES,Female,0,Yes,Yes,6,120.60000000000001,Bronze,8.0
7398-SKNQZ,Female,0,Yes,No,3,284.70000000000005,Bronze,16.5
5935-FCCNB,Female,1,No,No,17,1601.4,Silver,23.5
1958-RNRKS,Male,0,Yes,No,30,1497.0,Silver,20.0
5136-RGMZO,Male,0,No,No,31,2202.5499999999997,Silver,35.5
8345-MVDYC,Female,0,No,No,45,3674.2500000000005,Gold,42.5
8226-BXGES,Male,0,Yes,No,64,5724.8,Gold,52.0
3877-JRJIP,Male,0,No,No,1,59.85,Bronze,10.5
8375-DKEBR,Female,1,No,No,1,69.6,Bronze,5.5
9705-IOVQQ,Male,1,Yes,Yes,61,6039.0,Gold,30.5
1015-OWJKI,Male,0,No,No,1,19.05,Bronze,5.5
7511-YMXVQ,Male,0,No,No,9,408.59999999999997,Bronze,14.5
2040-XBAVJ,Male,0,Yes,Yes,72,8240.4,Gold,71.0
7551-JOHTI,Female,0,No,No,1,19.5,Bronze,-4.5
8887-IPQNC,Female,0,Yes,No,7,309.75,Bronze,8.5
8646-JCOMS,Female,0,Yes,No,66,5976.3,Gold,53.0
9804-ICWBG,Male,0,No,No,1,69.9,Bronze,5.5
1222-KJNZD,Male,0,Yes,Yes,40,816.0,Bronze,25.0
0106-GHRQR,Male,0,No,No,16,1142.4,Silver,24.0
5318-IXUZF,Female,0,No,No,2,174.3,Bronze,16.0
3768-VHXQO,Male,0,Yes,No,67,1664.95,Silver,30.5
8952-WCVCD,Female,0,Yes,No,41,4282.45,Gold,50.5
2418-TPEUN,Female,0,Yes,Yes,56,1108.8,Silver,33.0
3963-RYFNS,Female,0,No,No,72,8384.4,Gold,71.0
3198-VELRD,Female,0,Yes,Yes,3,254.25,Bronze,11.5
8540-ZQGEA,Female,0,Yes,No,54,1082.7,Silver,32.0
1320-REHCS,Male,1,No,No,52,5759.0,Gold,56.0
4137-JOPHL,Female,0,No,No,50,4485.0,Gold,45.0
9436-ZBZCT,Male,0,No,No,14,1259.3,Silver,22.0
7801-CEDNV,Male,0,Yes,No,27,1314.9,Silver,23.5
2057-BOYKM,Female,1,Yes,No,72,6955.2,Gold,61.0
3658-QQJYD,Male,0,No,No,62,4606.599999999999,Gold,56.0
1803-BGNBD,Female,0,No,No,12,651.5999999999999,Bronze,17.0
0134-XWXCE,Female,1,No,No,44,3293.3999999999996,Gold,47.0
6950-TWMYB,Male,0,Yes,Yes,54,4317.3,Gold,28.0
5848-FHRFC,Female,0,No,No,68,1363.4,Silver,39.0
2243-FNMMI,Male,0,No,No,20,388.0,Bronze,15.0
2511-MORQY,Male,0,Yes,Yes,50,2745.0,Silver,35.0
5356-KZCKT,Male,0,No,No,58,1418.1,Silver,22.0
9470-XCCEM,Male,0,Yes,Yes,35,3137.75,Gold,32.5
6519-CFDBX,Female,0,No,No,2,90.8,Bronze,6.0
3902-MIVLE,Male,0,Yes,Yes,63,4769.1,Gold,56.5
0409-WTMPL,Female,0,Yes,No,58,6417.700000000001,Gold,59.0
8763-KIAFH,Female,0,Yes,Yes,27,554.85,Bronze,18.5
3669-WHAFY,Female,0,Yes,No,71,8175.650000000001,Gold,70.5
3055-VTCGS,Female,0,No,No,63,3688.6499999999996,Gold,42.5
3144-KMTWZ,Male,0,Yes,No,71,6620.75,Gold,35.5
7279-BUYWN,Female,1,No,No,41,4641.2,Gold,38.5
7156-MHUGY,Male,1,No,No,13,1176.5,Silver,21.5
7198-GLXTC,Male,0,No,No,2,158.0,Bronze,11.0
2007-QVGAW,Female,0,Yes,Yes,68,1315.8000000000002,Silver,37.0
5207-PLSTK,Male,0,Yes,Yes,1,48.75,Bronze,10.5
2307-FYNNL,Male,1,No,No,65,7088.25,Gold,62.5
5605-XNWEN,Male,1,Yes,No,72,1800.0,Silver,41.0
2155-AMQRX,Female,0,No,No,28,1537.2,Silver,24.0
6181-AXXYF,Male,0,Yes,Yes,72,1782.0,Silver,41.0
5091-HFAZW,Female,0,No,No,2,182.3,Bronze,21.0
0516-VRYBW,Female,0,No,Yes,18,362.7,Bronze,14.0
2519-LBNQL,Male,1,Yes,No,60,6261.0,Gold,55.0
8623-ULFNQ,Female,1,No,No,26,1717.3,Silver,28.0
8380-PEFPE,Male,0,No,Yes,1,71.65,Bronze,5.5
5687-DKDTV,Female,0,No,No,4,81.4,Bronze,7.0
1568-LJSZU,Male,0,Yes,Yes,68,6269.6,Gold,69.0
7530-HDYDS,Female,0,No,No,38,3201.5,Gold,27.0
7789-HKSBS,Female,1,Yes,No,42,4418.400000000001,Gold,46.0
7416-CKTEP,Female,0,Yes,No,57,1117.2,Silver,33.5
2586-CWXVV,Male,0,Yes,No,54,1641.6,Silver,32.0
3096-IZETN,Female,0,No,No,12,937.1999999999999,Bronze,16.0
2348-KCJLT,Female,0,Yes,No,44,2706.0,Silver,42.0
8401-EMUWF,Male,0,Yes,Yes,42,2914.8,Silver,33.0
4193-IBKSW,Male,0,Yes,Yes,72,1782.0,Silver,41.0
5377-NDTOU,Female,0,Yes,Yes,71,6464.55,Gold,70.5
5922-ABDVO,Female,0,Yes,No,19,1703.3500000000001,Silver,14.5
2474-LCNUE,Female,0,Yes,No,23,1693.95,Silver,31.5
0839-QNXME,Female,0,No,No,30,582.0,Bronze,20.0
3506-OVLKD,Male,0,No,No,35,917.0,Bronze,22.5
9172-ANCRX,Female,0,No,No,10,987.0,Bronze,21.0
6650-VJONK,Male,0,No,No,1,43.85,Bronze,5.5
2178-PMGCJ,Male,0,No,No,22,1533.4,Silver,16.0
7492-TAFJD,Male,0,Yes,Yes,7,269.84999999999997,Bronze,18.5
2773-MADBQ,Female,0,No,No,36,1911.6000000000001,Silver,43.0
6016-LVTJQ,Female,0,Yes,Yes,34,702.0999999999999,Bronze,22.0
7860-KSUGX,Male,0,Yes,Yes,72,4640.400000000001,Gold,56.0
8966-KZXXA,Male,0,Yes,Yes,36,903.6,Bronze,17.0
6910-HADCM,Female,0,No,No,1,76.35,Bronze,10.5
4816-LXZYW,Female,0,No,No,23,1820.45,Silver,21.5
9606-PBKBQ,Male,1,Yes,No,32,2720.0,Silver,26.0
5149-QYTTU,Female,0,Yes,Yes,71,6755.650000000001,Gold,60.5
2070-XYMFH,Female,1,No,No,23,1825.05,Silver,21.5
2085-BOJKI,Male,0,Yes,No,17,1643.0500000000002,Silver,28.5
0817-HSUSE,Male,0,No,No,1,75.5,Bronze,25.5
5442-PPTJY,Male,0,Yes,Yes,12,236.39999999999998,Bronze,11.0
1927-QEWMY,Female,0,Yes,No,72,1476.0,Silver,37.0
1663-MHLHE,Male,0,No,No,1,19.2,Bronze,-4.5
5663-QBGIS,Male,1,Yes,No,72,7081.2,Gold,46.0
4450-MDZFX,Male,0,Yes,Yes,60,4461.0,Gold,31.0
6701-DHKWQ,Female,0,Yes,Yes,61,3132.35,Gold,30.5
7554-AKDQF,Female,0,Yes,No,6,273.9,Bronze,8.0
3536-IQCTX,Male,1,Yes,No,32,2729.6,Silver,26.0
4911-BANWH,Female,0,No,Yes,31,2683.0499999999997,Silver,25.5
8496-EJAUI,Male,0,No,No,19,1403.1499999999999,Silver,19.5
0794-YVSGE,Male,0,Yes,Yes,72,1461.6000000000001,Silver,41.0
5423-BHIXO,Female,0,No,No,32,1734.4,Silver,26.0
6908-VVYHM,Male,0,Yes,No,65,5892.25,Gold,47.5
2959-EEXWB,Female,0,Yes,Yes,45,2290.5,Silver,37.5
1839-UMACK,Male,0,No,No,42,1052.1000000000001,Silver,18.0
3030-YDNRM,Male,0,No,No,8,598.8,Bronze,9.0
7321-KKSDU,Male,0,No,Yes,32,656.0,Bronze,21.0
3402-XRIUO,Female,1,Yes,No,22,1398.1,Silver,31.0
3132-TVFDZ,Male,1,Yes,No,57,2556.4500000000003,Silver,22.5
8286-AFUYI,Male,0,No,No,1,47.95,Bronze,10.5
8080-DDEMJ,Male,1,No,No,1,45.1,Bronze,5.5
8356-WUAOJ,Female,0,Yes,No,1,45.0,Bronze,5.5
6365-MTGZX,Male,0,No,No,24,2304.0,Silver,24.0
1349-WXNGG,Male,0,No,No,1,20.05,Bronze,5.5
8058-DMYRU,Male,1,No,No,54,4862.7,Gold,42.0
9350-ZXYJC,Female,0,No,No,4,101.2,Bronze,3.0
6990-YNRIO,Male,0,Yes,Yes,65,7062.25,Gold,38.5
8958-JPTRR,Female,0,Yes,No,56,1360.8,Silver,33.0
6959-GQEGV,Male,0,No,No,45,3417.75,Gold,47.5
3173-WSSUE,Female,0,Yes,Yes,71,1398.7,Silver,40.5
1265-HVPZB,Male,0,Yes,No,59,3917.6000000000004,Gold,54.5
4115-UMJFQ,Male,0,No,No,69,2466.75,Silver,42.5
7369-TRPFD,Male,0,No,No,19,357.2,Bronze,14.5
1098-KFQEC,Female,0,Yes,Yes,55,1067.0,Silver,26.5
7190-XHTWJ,Female,0,No,No,38,733.4,Bronze,24.0
0621-TWIEM,Male,0,No,No,10,455.5,Bronze,10.0
3537-RYBHH,Female,1,Yes,No,47,3170.15,Gold,43.5
2485-ITVKB,Female,0,Yes,No,2,70.2,Bronze,6.0
3669-OYSJI,Male,0,No,No,1,46.2,Bronze,5.5
1612-EOHDH,Female,0,No,No,1,45.15,Bronze,5.5
6702-OHFWR,Male,1,No,No,1,43.3,Bronze,15.5
5296-BFCYD,Male,0,Yes,Yes,46,924.6,Bronze,24.0
4510-PYUSH,Female,1,No,No,38,2171.7,Silver,22.0
9359-JANWS,Female,0,Yes,No,65,3828.5,Gold,52.5
7517-SAWMO,Female,0,Yes,No,19,1390.8,Silver,19.5
4143-HHPMK,Male,0,No,No,52,4438.2,Gold,21.0
3279-DYZQM,Male,0,Yes,Yes,71,1380.95,Silver,40.5
7054-LGEQW,Female,0,No,No,1,45.95,Bronze,5.5
0523-VNGTF,Female,1,No,No,52,2626.0,Silver,40.0
9575-IWCAZ,Male,0,Yes,No,6,150.60000000000002,Bronze,8.0
7105-MXJLL,Female,1,Yes,No,26,1578.2,Silver,28.0
7064-FRRSW,Male,1,No,No,48,4752.0,Gold,44.0
7940-UQQUG,Female,0,Yes,Yes,64,6681.6,Gold,49.0
0923-PNFUB,Female,0,No,No,3,251.25,Bronze,16.5
3961-SXAXY,Male,0,No,No,1,44.05,Bronze,5.5
7010-BRBUU,Male,0,Yes,Yes,72,1735.2,Silver,15.0
3566-HJGPK,Male,0,No,No,1,45.55,Bronze,5.5
3062-ICYZQ,Female,0,Yes,Yes,51,4783.8,Gold,45.5
9938-PRCVK,Female,0,Yes,Yes,41,807.6999999999999,Bronze,25.5
0973-KYVNF,Female,0,Yes,Yes,72,5086.8,Gold,61.0
5129-HHMZC,Female,0,Yes,No,43,3717.35,Gold,51.5
9637-CDTKZ,Male,0,Yes,No,72,8215.199999999999,Gold,71.0
3946-JEWRQ,Male,0,Yes,No,47,4474.400000000001,Gold,22.5
7873-CVMAW,Male,0,No,No,72,6375.599999999999,Gold,71.0
0463-WZZKO,Male,0,No,No,3,62.25,Bronze,6.5
3494-JCHRQ,Male,0,No,No,1,70.05,Bronze,-4.5
6474-FVJLC,Male,0,No,No,2,172.0,Bronze,11.0
4524-QCSSM,Male,0,No,No,26,1160.8999999999999,Silver,22.0
5832-EXGTT,Male,0,Yes,Yes,29,1745.8000000000002,Silver,29.5
8840-DQLGN,Female,1,Yes,No,35,3517.5,Gold,30.5
2039-JONDJ,Male,0,No,No,27,1497.15,Silver,28.5
7217-JYHOQ,Male,0,Yes,Yes,24,1687.1999999999998,Silver,23.0
6695-FRVEC,Male,0,Yes,Yes,67,4046.7999999999997,Gold,53.5
4547-LYTDD,Female,0,No,No,16,1162.4,Silver,5.0
9894-QMIMJ,Female,0,No,No,23,1283.3999999999999,Silver,26.5
8069-YQQAJ,Male,0,No,No,14,435.40000000000003,Bronze,12.0
6770-XUAGN,Female,0,Yes,Yes,1,21.0,Bronze,5.5
4193-ORFCL,Female,1,No,No,1,45.1,Bronze,5.5
1636-NTNCO,Male,1,No,No,4,203.8,Bronze,17.0
3466-WAESX,Male,0,No,Yes,16,1105.6,Silver,28.0
9281-PKKZE,Female,0,Yes,No,46,2021.7,Silver,33.0
3638-VBZTA,Male,0,No,Yes,68,5882.0,Gold,64.0
7459-IMVYU,Male,0,No,No,38,2658.1,Silver,36.0
7776-QWNFX,Male,1,Yes,No,30,1512.0,Silver,25.0
6689-TCZHQ,Female,1,No,No,5,394.75,Bronze,12.5
8563-OYMQY,Male,0,No,No,17,1546.15,Silver,28.5
0754-EEBDC,Male,0,Yes,Yes,4,79.6,Bronze,7.0
5777-ZPQNC,Female,0,No,No,12,241.79999999999998,Bronze,11.0
1951-IEYXM,Male,0,Yes,Yes,72,6523.2,Gold,71.0
3318-NMQXL,Male,0,No,No,3,276.0,Bronze,16.5
3143-ILDAL,Male,0,No,No,56,5289.2,Gold,28.0
1022-RKXDR,Female,0,No,No,41,1018.85,Silver,25.5
2361-FJWNO,Male,0,No,No,40,1440.0,Silver,30.0
2272-UOINI,Female,0,No,No,7,549.5,Bronze,33.5
8232-UTFOZ,Male,0,No,No,69,1376.55,Silver,39.5
3750-YHRYO,Male,0,Yes,Yes,7,144.54999999999998,Bronze,8.5
6637-KYRCV,Female,0,Yes,Yes,5,152.5,Bronze,7.5
5668-MEISB,Female,0,Yes,Yes,72,7639.2,Gold,58.0
0129-QMPDR,Male,0,Yes,Yes,44,902.0,Bronze,27.0
7188-CBBBA,Female,0,No,No,65,6207.5,Gold,50.5
5356-CSVSQ,Female,0,No,No,3,193.79999999999998,Bronze,16.5
3221-CJMSG,Male,0,No,No,24,1226.4,Silver,22.0
4720-VSTSI,Female,0,No,No,44,3731.2,Gold,17.0
3219-JQRSL,Female,1,Yes,No,72,6415.2,Gold,71.0
2801-NISEI,Male,0,No,No,24,1318.8000000000002,Silver,27.0
3946-MHCZW,Male,0,No,No,1,50.9,Bronze,10.5
4623-ZKHLY,Male,0,Yes,No,22,449.9,Bronze,16.0
6732-VAILE,Male,0,Yes,Yes,70,6016.5,Gold,65.0
8201-AAXCB,Male,0,Yes,Yes,25,1508.75,Silver,16.5
7696-CFTAT,Male,0,Yes,Yes,37,732.6,Bronze,15.5
1845-CSBRZ,Female,1,Yes,Yes,22,1877.6999999999998,Silver,21.0
2123-VSCOT,Female,0,Yes,Yes,59,4253.9,Gold,49.5
6651-AZVTJ,Male,0,Yes,Yes,49,4890.2,Gold,36.5
4566-GOLUK,Male,0,Yes,Yes,47,5045.45,Gold,28.5
2484-DGXPZ,Female,0,Yes,Yes,31,606.0500000000001,Bronze,20.5
2018-QKYGT,Male,0,Yes,Yes,1,81.05,Bronze,10.5
2792-VPPET,Male,0,No,No,3,61.5,Bronze,6.5
7409-JURKQ,Female,0,Yes,No,53,5925.4,Gold,56.5
3247-MHJKM,Male,0,No,No,1,20.2,Bronze,5.5
1964-SVLEA,Male,0,No,No,20,394.0,Bronze,15.0
4587-NUKOX,Female,0,No,No,3,237.29999999999998,Bronze,16.5
7297-DVYGA,Female,0,No,No,51,1012.35,Silver,30.5
2239-CGBUZ,Female,0,Yes,No,51,3085.5,Gold,45.5
0854-UYHZD,Female,0,Yes,Yes,13,254.15,Bronze,11.5
7243-LCGGZ,Female,0,No,No,1,20.9,Bronze,3.5
8267-KFGYD,Male,0,No,Yes,1,21.05,Bronze,5.5
4890-VMUAV,Male,0,No,No,63,4504.5,Gold,56.5
9261-WDCAF,Male,0,No,No,3,163.95,Bronze,11.5
3764-MNMOI,Male,0,No,No,46,883.1999999999999,Bronze,28.0
7442-YGZFK,Male,0,No,No,1,49.8,Bronze,5.5
0420-BWTPW,Male,0,No,Yes,8,204.0,Bronze,4.0
8229-BUJHX,Female,0,Yes,Yes,71,1455.5,Silver,24.5
7449-HVPIV,Male,0,Yes,Yes,55,4972.0,Gold,42.5
5504-WSIUR,Female,0,No,No,70,6317.5,Gold,55.0
8183-ONMXC,Female,0,No,No,2,161.5,Bronze,7.0
8466-PZBLH,Male,0,Yes,Yes,67,7008.2,Gold,58.5
9614-RMGHA,Male,0,Yes,No,65,5970.25,Gold,15.5
8735-IJJEG,Male,0,Yes,No,14,702.8000000000001,Bronze,17.0
0564-MUUQK,Female,0,Yes,Yes,20,1910.0,Silver,30.0
5054-IEXZT,Male,0,No,Yes,1,75.35,Bronze,10.5
5834-ASPWA,Male,0,No,No,1,75.45,Bronze,5.5
