engagement_score,billing_risk_score,churn_risk_segment_Low Risk,numTechTickets,high_value_churn_flag,tenure,ticket_intensity,Contract_Two year,revenue_efficiency,customer_lifetime_value,MonthlyCharges,TotalCharges,InternetService_Fiber optic,support_frustration_score,PaymentMethod_Electronic check,avg_monthly_spend,tenure_group_New,tenure_group_VIP,InternetService_No,PaperlessBilling
13.5,6,False,0,0,17,0.0,False,586.5,1173.0,69.0,1149.65,True,0,True,63.86944444444445,False,False,False,1
40.5,4,False,0,0,49,0.04,False,919.7299999999999,4598.65,93.85,4733.1,True,2,False,94.662,False,False,False,1
-4.0,6,False,0,0,2,1.6666666666666667,False,45.15,90.3,45.15,98.5,False,5,True,32.833333333333336,True,False,False,1
26.5,3,False,3,1,47,0.0625,False,1004.625,4018.5,85.5,4042.3,True,6,False,84.21458333333334,False,False,False,0
5.5,6,False,0,0,1,0.0,False,34.75,69.5,69.5,69.5,True,0,True,34.75,True,False,False,1
27.0,3,False,3,0,56,0.08771929824561403,False,1255.8,5023.2,89.7,4952.95,True,8,False,86.8938596491228,False,False,False,0
43.0,0,True,0,0,46,0.0,False,836.74,4183.7,90.95,4236.6,True,0,False,90.1404255319149,False,False,False,0
71.0,0,True,0,0,72,0.0,True,807.3000000000001,6458.400000000001,89.7,6339.3,False,0,False,86.83972602739726,False,True,False,0
25.5,3,False,4,1,43,0.09090909090909091,False,860.0,4300.0,100.0,4211.55,True,8,True,95.71704545454546,False,False,False,1
5.5,5,False,0,0,1,0.0,False,35.25,70.5,70.5,70.5,True,0,True,35.25,True,False,False,0
58.0,1,False,2,0,72,0.0273972602739726,True,1148.4,8038.8,111.65,8022.85,True,4,False,109.90205479452055,False,True,False,1
11.0,4,False,0,0,12,0.0,False,176.10000000000002,352.20000000000005,29.35,381.2,False,0,False,29.323076923076922,False,False,False,1
49.0,3,True,0,0,68,0.0,True,713.1500000000001,2852.6000000000004,41.95,2965.75,False,0,True,42.981884057971016,False,True,False,1
24.5,6,False,4,1,41,0.09523809523809523,False,806.88,4034.4,98.4,4187.75,True,8,True,99.70833333333333,False,False,False,1
29.0,6,False,5,0,58,0.0847457627118644,False,1061.98,5309.9,91.55,5511.65,True,10,True,93.41779661016949,False,False,False,1
24.5,3,True,0,0,39,0.0,False,586.95,1173.9,30.1,1131.3,False,0,False,28.2825,False,False,False,0
49.0,1,True,0,0,48,0.0,False,630.0,3780.0,78.75,3682.45,False,0,False,75.15204081632653,False,False,False,1
17.5,4,False,0,0,25,0.0,False,317.5,635.0,25.4,546.85,False,0,False,21.032692307692308,False,False,True,1
13.0,0,True,0,0,16,0.0,True,164.0,328.0,20.5,290.55,False,0,False,17.091176470588238,False,False,True,0
32.0,6,False,0,0,24,0.0,False,429.84,2149.2,89.55,2187.15,True,0,True,87.486,False,False,False,1
46.5,1,True,0,0,43,0.0,False,649.6583333333333,3897.95,90.65,3882.3,True,0,False,88.23409090909091,False,False,False,1
5.5,3,True,0,0,1,0.0,False,17.525,35.05,35.05,35.05,False,0,False,17.525,True,False,False,0
11.5,4,False,0,0,3,0.0,False,54.70000000000001,164.10000000000002,54.7,169.45,False,0,False,42.3625,True,False,False,1
6.5,6,False,0,0,3,0.0,False,105.375,210.75,70.25,229.7,True,0,True,57.425,True,False,False,1
43.5,5,False,0,0,57,0.0,False,793.725,3174.9,55.7,3171.6,False,0,True,54.682758620689654,False,False,False,0
48.5,3,True,0,0,57,0.0,False,1071.6,5358.0,94.0,5438.95,True,0,False,93.77499999999999,False,False,False,0
15.5,5,False,0,0,1,0.0,False,13.625,54.5,54.5,54.5,False,0,True,27.25,True,False,False,0
9.5,5,False,0,0,9,0.0,False,203.175,406.35,45.15,416.45,False,0,True,41.644999999999996,True,False,False,0
19.0,6,False,1,0,6,0.14285714285714285,False,114.9,574.5,95.75,573.75,True,2,True,81.96428571428571,True,False,False,1
56.5,1,True,0,0,63,0.0,True,1100.3999999999999,6602.4,104.8,6597.25,True,0,False,103.08203125,False,True,False,1
17.0,4,False,0,0,14,0.0,False,374.9666666666667,1124.9,80.35,1058.1,True,0,False,70.53999999999999,False,False,False,1
26.5,4,False,0,0,23,0.0,False,317.975,1271.9,55.3,1284.2,False,0,False,53.50833333333333,False,False,False,1
40.5,1,True,0,0,71,0.0,True,867.975,1735.95,24.45,1681.6,False,0,False,23.355555555555554,False,True,True,1
28.5,4,False,2,0,43,0.045454545454545456,False,994.9125,3979.65,92.55,4039.0,True,4,False,91.79545454545455,False,False,False,1
14.5,6,False,1,0,17,0.3333333333333333,False,303.11,1515.5500000000002,89.15,1496.9,True,7,True,83.16111111111111,False,False,False,1
12.5,5,False,0,0,15,0.0,False,347.25,694.5,46.3,639.45,False,0,True,39.965625,False,False,False,0
27.5,0,True,0,0,35,0.0,True,644.5833333333334,1933.75,55.25,1924.1,False,0,False,53.44722222222222,False,False,False,0
28.5,6,False,3,1,31,0.09375,False,538.3666666666667,3230.2000000000003,104.2,3243.45,True,6,True,101.3578125,False,False,False,1
70.5,2,True,0,0,71,0.0,True,801.8562499999999,6414.849999999999,90.35,6325.25,False,0,True,87.85069444444444,False,True,False,0
27.0,4,False,0,0,34,0.0,False,838.1,2514.3,73.95,2524.45,True,0,False,72.12714285714286,False,False,False,1
8.5,4,False,1,0,15,0.375,False,242.4375,969.75,64.65,994.55,False,7,False,62.159375,False,False,False,1
39.0,0,True,0,0,68,0.0,True,863.5999999999999,1727.1999999999998,25.4,1620.2,False,0,False,23.481159420289856,False,True,True,0
38.0,1,True,0,0,26,0.0,False,355.3333333333333,2132.0,82.0,2083.1,False,0,False,77.15185185185184,False,False,False,1
25.5,4,False,0,0,1,0.0,False,11.741666666666667,70.45,70.45,70.45,False,0,False,35.225,True,False,False,1
51.5,0,True,0,0,57,0.017241379310344827,True,663.5749999999999,3981.45,69.85,4003.0,False,1,False,69.01724137931035,False,False,False,0
26.5,3,False,2,1,39,0.175,False,621.0749999999999,3726.45,95.55,3692.85,True,9,True,92.32124999999999,False,False,False,1
22.0,2,False,0,0,46,0.06382978723404255,False,572.7,1145.4,24.9,1174.8,False,3,True,24.995744680851065,False,False,True,0
57.0,1,True,0,0,64,0.0,True,1113.6000000000001,6681.6,104.4,6692.65,True,0,False,102.96384615384615,False,True,False,1
16.5,5,False,0,0,3,0.0,False,71.17500000000001,284.70000000000005,94.9,273.2,True,0,True,68.3,True,False,False,0
5.0,4,False,0,0,4,0.2,False,40.3,80.6,20.15,68.45,False,1,False,13.690000000000001,True,False,True,1
70.5,1,True,0,0,71,0.0,True,809.84375,6478.75,91.25,6589.6,False,0,False,91.52222222222223,False,True,False,1
33.0,4,False,1,0,24,0.04,False,397.2,2383.2,99.3,2431.35,True,2,False,97.25399999999999,False,False,False,1
18.5,1,False,2,0,43,0.045454545454545456,True,422.47499999999997,844.9499999999999,19.65,779.25,False,4,False,17.710227272727273,False,False,True,1
28.5,4,False,0,0,17,0.0,False,234.6,1173.0,69.0,1108.0,False,0,False,61.55555555555556,False,False,False,1
32.0,4,False,0,0,34,0.0,False,724.2,2896.8,85.2,2874.45,True,0,False,82.12714285714286,False,False,False,1
10.0,4,False,0,0,10,0.0,False,224.25,448.5,44.85,435.4,False,0,False,39.58181818181818,True,False,False,1
35.0,6,False,0,0,40,0.0,False,915.5,3662.0,91.55,3673.6,True,0,True,89.6,False,False,False,1
41.0,0,True,0,0,52,0.0,True,778.0500000000001,3112.2000000000003,59.85,3103.25,False,0,False,58.551886792452834,False,False,False,0
45.5,6,False,0,0,51,0.0,False,956.76,4783.8,93.8,4539.35,True,0,True,87.29519230769232,False,False,False,1
22.5,5,False,0,0,13,0.14285714285714285,False,261.95,1309.75,100.75,1313.25,True,2,True,93.80357142857143,False,False,False,0
20.0,5,False,1,0,18,0.05263157894736842,False,291.6,1166.4,64.8,1166.7,False,2,True,61.40526315789474,False,False,False,0
35.0,3,True,0,0,30,0.0,False,387.0,1935.0,64.5,1985.15,False,0,True,64.03709677419356,False,False,False,1
12.0,4,False,0,0,4,0.0,False,99.73333333333333,299.2,74.8,321.9,True,0,False,64.38,True,False,False,1
20.0,4,False,0,0,4,0.2,False,51.0,255.0,63.75,226.2,False,1,False,45.239999999999995,True,False,False,1
5.5,4,False,0,0,1,0.0,False,10.1,20.2,20.2,20.2,False,0,False,10.1,True,False,True,1
24.0,0,True,0,0,38,0.0,False,372.40000000000003,744.8000000000001,19.6,763.1,False,0,False,19.566666666666666,False,False,True,0
45.0,1,False,0,0,72,0.0410958904109589,True,1524.6000000000001,6098.400000000001,84.7,6185.15,True,3,False,84.72808219178081,False,True,False,1
46.0,0,True,0,0,72,0.0,True,1930.8000000000002,5792.400000000001,80.45,5737.6,True,0,False,78.59726027397261,False,True,False,0
10.5,6,False,0,0,1,0.0,False,18.216666666666665,54.65,54.65,54.65,False,0,True,27.325,True,False,False,1
53.0,3,True,0,0,56,0.0,True,963.1999999999999,5779.2,103.2,5873.75,True,0,True,103.04824561403508,False,False,False,1
12.5,5,False,0,0,15,0.0,False,567.375,1134.75,75.65,1146.65,True,0,True,71.665625,False,False,False,0
35.5,0,True,0,0,65,0.015151515151515152,True,861.25,1722.5,26.5,1698.55,False,1,False,25.73560606060606,False,True,True,0
22.5,3,True,0,0,5,0.0,False,64.4,322.0,64.4,316.9,False,0,False,52.81666666666666,True,False,False,0
41.0,1,True,0,0,72,0.0,True,907.2,1814.4,25.2,1798.9,False,0,False,24.64246575342466,False,True,True,1
56.0,3,True,0,0,72,0.0,True,1409.04,7045.2,97.85,6841.3,True,0,True,93.71643835616439,False,True,False,1
27.0,6,False,0,0,34,0.0,False,564.4,1693.1999999999998,49.8,1734.2,False,0,True,49.54857142857143,False,False,False,1
52.0,6,False,0,0,64,0.0,False,1206.4,6032.0,94.25,6081.4,True,0,True,93.55999999999999,False,True,False,1
37.5,1,True,0,0,65,0.0,True,663.0,1326.0,20.4,1414.45,False,0,False,21.43106060606061,False,True,True,1
25.0,1,False,3,0,54,0.14545454545454545,True,1049.76,5248.8,97.2,5129.45,True,11,False,93.26272727272728,False,False,False,1
5.5,3,True,0,0,1,0.0,False,10.175,20.35,20.35,20.35,False,0,False,10.175,True,False,True,0
20.5,5,False,0,0,11,0.0,False,233.2,932.8,84.8,888.75,True,0,True,74.0625,True,False,False,0
18.0,3,True,0,0,6,0.0,False,82.725,330.9,55.15,322.9,False,0,False,46.128571428571426,True,False,False,0
39.5,0,True,0,0,69,0.0,True,836.625,1673.25,24.25,1641.8,False,0,False,23.454285714285714,False,True,True,0
6.5,6,False,0,0,3,0.0,False,30.75,61.5,20.5,76.95,False,0,True,19.2375,True,False,True,1
66.0,1,True,0,0,72,0.0,True,671.1428571428571,4698.0,65.25,4478.85,False,0,False,61.3541095890411,False,True,False,1
51.0,3,True,0,0,52,0.0,False,595.8333333333334,3575.0,68.75,3482.85,False,0,True,65.71415094339622,False,False,False,1
29.5,6,False,0,0,35,0.1111111111111111,False,693.35,3466.75,99.05,3554.6,True,4,True,98.73888888888888,False,False,False,1
62.0,1,True,0,0,64,0.0,False,936.6857142857143,6556.8,102.45,6654.1,True,0,False,102.37076923076924,False,True,False,1
38.0,3,True,0,0,66,0.0,False,671.55,1343.1,20.35,1359.5,False,0,True,20.291044776119403,False,True,True,1
31.0,6,False,2,0,28,0.06896551724137931,False,489.06666666666666,2934.4,104.8,3046.05,True,4,True,105.03620689655173,False,False,False,1
49.5,0,False,0,0,45,0.08695652173913043,False,631.125,5049.0,112.2,5031.85,True,4,False,109.38804347826088,False,False,False,0
27.0,0,True,0,0,44,0.0,True,448.79999999999995,897.5999999999999,20.4,905.55,False,0,False,20.12333333333333,False,False,True,0
11.0,6,False,0,0,2,0.0,False,57.03333333333333,171.1,85.55,187.45,True,0,True,62.48333333333333,True,False,False,1
52.5,1,True,0,0,55,0.0,False,687.5,4125.0,75.0,4213.9,False,0,False,75.24821428571428,False,False,False,1
0.0,3,False,0,0,2,1.0,False,45.85,91.7,45.85,81.0,False,3,False,27.0,True,False,False,0
62.0,1,True,1,0,72,0.0136986301369863,True,1069.2,7484.400000000001,103.95,7556.9,True,2,False,103.51917808219177,False,True,False,1
10.5,5,False,0,0,1,0.0,False,26.516666666666666,79.55,79.55,79.55,True,0,True,39.775,True,False,False,0
17.5,3,False,4,0,37,0.10526315789473684,False,371.85,1487.4,40.2,1448.8,False,8,False,38.126315789473686,False,False,False,0
56.0,0,True,0,0,62,0.0,True,717.1333333333333,4302.8,69.4,4237.5,False,0,False,67.26190476190476,False,True,False,0
10.5,0,True,0,0,11,0.0,True,114.95,229.9,20.9,202.3,False,0,False,16.858333333333334,True,False,True,0
30.0,0,False,0,0,66,0.05970149253731343,True,638.55,1277.1,19.35,1240.8,False,4,False,18.519402985074628,False,True,True,0
28.0,0,True,0,0,26,0.0,False,394.55,1578.2,60.7,1597.4,False,0,False,59.162962962962965,False,False,False,0
8.5,0,True,0,0,7,0.0,False,68.25,136.5,19.5,128.6,False,0,False,16.075,True,False,True,0
18.0,6,False,3,0,10,0.2727272727272727,False,166.41666666666666,998.5,99.85,990.9,True,6,True,90.08181818181818,True,False,False,1
66.0,0,True,0,0,72,0.0,True,1105.2,7736.400000000001,107.45,7576.7,True,0,False,103.7904109589041,False,True,False,0
5.5,6,False,0,0,1,0.0,False,34.9,69.8,69.8,69.8,True,0,True,34.9,True,False,False,1
12.0,5,False,0,0,4,0.0,False,67.06666666666666,201.2,50.3,217.1,False,0,True,43.42,True,False,False,0
11.0,0,True,0,0,12,0.0,False,118.2,236.4,19.7,260.9,False,0,False,20.069230769230767,False,False,True,0
10.5,5,False,0,0,1,0.0,False,15.983333333333334,47.95,47.95,47.95,False,0,True,23.975,True,False,False,0
47.0,1,False,0,0,46,0.06382978723404255,True,715.6285714285715,5009.400000000001,108.9,4854.3,True,3,False,103.28297872340426,False,False,False,1
22.0,4,False,0,0,24,0.0,False,408.8,1226.4,51.1,1269.6,False,0,False,50.784,False,False,False,1
13.5,4,False,0,0,11,0.08333333333333333,False,286.0,858.0,78.0,851.8,True,1,False,70.98333333333333,True,False,False,1
15.0,0,True,0,0,20,0.0,True,200.5,401.0,20.05,400.0,False,0,False,19.047619047619047,False,False,True,0
36.5,4,False,0,0,33,0.0,False,628.98,3144.9,95.3,3275.15,True,0,False,96.32794117647059,False,False,False,1
17.5,6,False,1,0,13,0.07142857142857142,False,274.4625,1097.85,84.45,1058.6,True,2,True,75.61428571428571,False,False,False,1
29.5,1,True,0,0,49,0.0,True,493.675,987.35,20.15,973.35,False,0,False,19.467,False,False,True,1
12.0,3,True,0,0,14,0.0,False,137.20000000000002,274.40000000000003,19.6,300.4,False,0,False,20.026666666666664,False,False,True,0
22.0,6,False,0,0,24,0.0,False,630.8000000000001,1892.4,78.85,1772.25,True,0,True,70.89,False,False,False,1
22.0,5,False,0,0,4,0.0,False,80.92,404.6,101.15,385.9,True,0,True,77.17999999999999,True,False,False,0
24.5,1,False,5,1,49,0.1,False,985.8799999999999,4929.4,100.6,5069.65,True,10,False,101.39299999999999,False,False,False,1
7.0,3,True,0,0,4,0.0,False,38.0,76.0,19.0,73.45,False,0,False,14.690000000000001,True,False,True,0
40.5,2,True,0,0,71,0.0,True,871.525,1743.05,24.55,1719.15,False,0,True,23.877083333333335,False,True,True,0
17.5,0,False,4,0,57,0.06896551724137931,True,588.525,1177.05,20.65,1125.6,False,8,False,19.406896551724138,False,False,True,0
24.5,6,False,0,0,19,0.0,False,402.5625,1610.25,84.75,1651.95,True,0,True,82.5975,False,False,False,1
19.5,4,False,0,0,19,0.0,False,467.7166666666667,1403.15,73.85,1424.5,True,0,False,71.225,False,False,False,1
22.5,5,False,0,0,15,0.0,False,319.875,1279.5,85.3,1219.85,True,0,True,76.240625,False,False,False,0
55.0,3,True,0,0,50,0.0,False,776.7857142857143,5437.5,108.75,5431.9,True,0,False,106.5078431372549,False,False,False,0
20.0,4,False,1,0,18,0.05263157894736842,False,405.0,1620.0,90.0,1527.35,True,2,False,80.38684210526316,False,False,False,1
43.0,0,True,0,0,36,0.0,False,364.20000000000005,2185.2000000000003,60.7,2234.55,False,0,False,60.39324324324325,False,False,False,0
31.0,0,False,0,0,38,0.10256410256410256,False,524.4,2622.0,69.0,2669.45,False,4,False,68.4474358974359,False,False,False,0
58.0,0,False,0,0,72,0.0547945205479452,True,1091.3142857142857,7639.2,106.1,7657.4,True,4,False,104.8958904109589,False,True,False,0
1.0,4,False,0,0,2,0.0,False,48.9,48.9,24.45,47.5,False,0,False,15.833333333333334,True,False,False,1
34.0,2,True,0,0,48,0.0,False,1202.3999999999999,3607.2,75.15,3772.65,True,0,True,76.99285714285715,False,False,False,0
5.5,4,False,0,0,1,0.0,False,25.05,50.1,50.1,50.1,False,0,False,25.05,True,False,False,1
64.5,1,True,0,0,69,0.0,True,1048.3071428571427,7338.15,106.35,7261.75,True,0,False,103.73928571428571,False,True,False,1
11.0,4,False,0,0,12,0.0,False,270.0,540.0,45.0,524.35,False,0,False,40.33461538461539,False,False,False,1
1.0,6,False,0,0,4,0.6,False,39.9,79.8,19.95,82.9,False,3,True,16.580000000000002,True,False,True,1
-4.5,4,False,0,0,1,2.5,False,35.225,70.45,70.45,70.45,True,5,False,35.225,True,False,False,1
28.0,1,True,0,0,46,0.0,False,562.35,1124.7,24.45,1066.15,False,0,False,22.684042553191492,False,False,True,1
36.0,0,True,0,0,66,0.014925373134328358,True,678.15,1356.3,20.55,1357.1,False,1,False,20.255223880597015,False,True,True,0
5.5,1,False,0,0,11,0.4166666666666667,False,132.18333333333334,396.55,36.05,402.6,False,5,False,33.550000000000004,True,False,False,1
20.0,0,True,0,0,24,0.04,True,286.0,858.0,35.75,830.8,False,1,False,33.232,False,False,False,0
70.0,0,True,0,0,70,0.0,True,1004.0625,8032.5,114.75,7842.3,True,0,False,110.4549295774648,False,True,False,0
36.5,1,True,0,0,63,0.0,True,628.425,1256.85,19.95,1234.8,False,0,False,19.29375,False,True,True,1
8.0,3,True,0,0,6,0.0,False,60.0,120.0,20.0,109.2,False,0,False,15.6,True,False,True,0
12.0,3,True,0,0,14,0.0,False,139.3,278.6,19.9,283.75,False,0,False,18.916666666666668,False,False,True,0
39.5,1,True,0,0,69,0.0,True,897.0,1794.0,26.0,1796.55,False,0,False,25.665,False,True,True,1
13.5,6,False,0,0,7,0.0,False,125.18333333333334,375.55,53.65,404.35,False,0,True,50.54375,True,False,False,1
11.5,4,False,0,0,3,0.0,False,79.64999999999999,238.95,79.65,251.75,True,0,False,62.9375,True,False,False,1
44.0,1,True,0,0,58,0.0,False,885.225,3540.9,61.05,3478.75,False,0,False,58.96186440677966,False,False,False,1
5.5,5,False,0,0,11,0.0,False,277.2,277.2,25.2,321.05,False,0,True,26.754166666666666,True,False,False,0
71.0,0,True,0,0,72,0.0,True,1020.6,8164.8,113.4,8164.1,True,0,False,111.83698630136986,False,True,False,0
36.0,1,True,0,0,62,0.0,True,799.8,1599.6,25.8,1563.95,False,0,False,24.824603174603176,False,True,True,1
6.0,3,True,0,0,2,0.0,False,19.85,39.7,19.85,51.6,False,0,False,17.2,True,False,True,0
40.5,5,False,0,0,31,0.0,False,539.1416666666667,3234.85,104.35,3205.6,True,0,True,100.175,False,False,False,0
0.5,6,False,0,0,1,0.0,False,23.45,23.45,23.45,23.45,False,0,True,11.725,True,False,False,1
7.0,0,True,0,0,4,0.0,False,39.4,78.8,19.7,117.8,False,0,False,23.56,True,False,True,0
22.5,1,False,4,0,47,0.08333333333333333,False,1118.6000000000001,4474.400000000001,95.2,4563.0,True,8,False,95.0625,False,False,False,1
45.5,3,True,0,0,41,0.0,False,550.4250000000001,3302.55,80.55,3263.9,False,0,True,77.71190476190476,False,False,False,1
38.5,0,True,0,0,47,0.0,True,492.325,1969.3,41.9,1875.25,False,0,False,39.067708333333336,False,False,False,0
5.5,6,False,0,0,1,0.0,False,17.725,35.45,35.45,35.45,False,0,True,17.725,True,False,False,1
9.0,3,True,0,0,8,0.0,False,79.8,159.6,19.95,170.9,False,0,False,18.98888888888889,True,False,True,0
52.0,0,True,0,0,34,0.0,True,360.1875,2881.5,84.75,2839.45,False,0,False,81.12714285714286,False,False,False,0
26.5,0,True,0,0,43,0.0,True,521.375,1042.75,24.25,1077.95,False,0,False,24.498863636363637,False,False,True,0
12.0,4,False,0,0,4,0.0,False,67.39999999999999,202.2,50.55,235.65,False,0,False,47.13,True,False,False,1
46.5,0,True,0,0,53,0.0,False,1036.15,5180.75,97.75,5043.2,True,0,False,93.39259259259259,False,False,False,0
69.5,0,True,0,0,69,0.0,True,781.85625,6254.85,90.65,6322.1,False,0,False,90.3157142857143,False,True,False,0
6.5,5,False,0,0,3,0.0,False,111.75,223.5,74.5,217.45,True,0,True,54.3625,True,False,False,0
52.0,0,True,0,0,64,0.0,False,842.24,4211.2,65.8,4068.0,False,0,False,62.58461538461538,False,True,False,0
10.0,3,True,0,0,10,0.0,False,124.0,248.0,24.8,223.9,False,0,False,20.354545454545455,True,False,True,0
17.5,3,True,0,0,25,0.0,False,257.5,515.0,20.6,541.5,False,0,False,20.826923076923077,False,False,True,0
10.5,3,True,0,0,1,0.0,False,16.866666666666667,50.6,50.6,50.6,False,0,False,25.3,True,False,False,0
31.0,3,True,0,0,32,0.0,False,701.2,2804.8,87.65,2766.4,True,0,False,83.83030303030303,False,False,False,0
48.0,4,False,0,0,36,0.0,False,407.31428571428575,2851.2000000000003,79.2,2854.95,False,0,False,77.1608108108108,False,False,False,1
30.0,4,False,0,0,30,0.0,False,414.75,1659.0,55.3,1530.6,False,0,False,49.37419354838709,False,False,False,1
34.5,0,False,2,0,25,0.07692307692307693,False,265.35714285714283,1857.5,74.3,1863.8,False,4,False,71.68461538461538,False,False,False,0
30.5,6,False,0,0,29,0.06666666666666667,False,602.9100000000001,3014.55,103.95,2964.8,True,2,True,98.82666666666667,False,False,False,1
5.5,5,False,0,0,1,0.0,False,38.0,76.0,76.0,76.0,True,0,True,38.0,True,False,False,0
58.5,1,True,0,0,57,0.0,False,890.8285714285714,6235.8,109.4,6252.7,True,0,False,107.8051724137931,False,False,False,1
17.5,0,True,0,0,25,0.0,False,248.75,497.5,19.9,510.8,False,0,False,19.646153846153847,False,False,True,0
29.0,3,False,3,1,32,0.09090909090909091,False,567.1999999999999,3403.2,106.35,3520.75,True,6,False,106.68939393939394,False,False,False,0
70.5,0,True,0,0,71,0.0,True,770.7937499999999,6166.349999999999,86.85,6263.8,False,0,False,86.99722222222222,False,True,False,0
12.0,3,True,0,0,4,0.0,False,46.666666666666664,140.0,35.0,135.75,False,0,False,27.15,True,False,False,0
62.5,3,True,0,0,55,0.0,False,619.78125,4958.25,90.15,4916.95,False,0,True,87.80267857142857,False,False,False,1
24.5,5,False,1,0,17,0.05555555555555555,False,312.28999999999996,1561.4499999999998,91.85,1574.45,True,2,True,87.46944444444445,False,False,False,0
36.5,0,True,0,0,63,0.0,True,776.4749999999999,1552.9499999999998,24.65,1574.5,False,0,False,24.6015625,False,True,True,0
18.5,6,False,0,0,7,0.0,False,77.7,310.8,44.4,265.8,False,0,True,33.225,True,False,False,1
43.0,1,False,7,1,72,0.0958904109589041,False,1060.2,8481.6,117.8,8684.8,True,14,False,118.96986301369861,False,True,False,1
27.5,2,True,0,0,45,0.0,False,769.5000000000001,1539.0000000000002,34.2,1596.6,False,0,True,34.70869565217391,False,False,False,0
15.5,6,False,0,0,1,0.0,False,22.3375,89.35,89.35,89.35,True,0,True,44.675,True,False,False,1
66.0,1,True,0,0,72,0.0,True,1136.057142857143,7952.400000000001,110.45,8058.85,True,0,False,110.39520547945206,False,True,False,1
16.0,6,False,0,0,12,0.0,False,325.8,977.4,81.45,912.0,True,0,True,70.15384615384616,False,False,False,1
35.0,6,False,0,0,30,0.0,False,609.0,3045.0,101.5,2917.65,True,0,True,94.11774193548388,False,False,False,1
71.0,4,False,0,0,72,0.0,False,1016.1,8128.8,112.9,8061.5,True,0,False,110.43150684931507,False,True,False,1
17.5,6,False,0,0,25,0.0,False,866.25,1732.5,69.3,1813.1,True,0,True,69.73461538461538,False,False,False,1
20.5,4,False,2,0,27,0.07142857142857142,False,575.1,2300.4,85.2,2151.6,True,4,False,76.84285714285714,False,False,False,1
44.0,0,False,0,0,58,0.0847457627118644,True,692.1333333333332,4152.799999999999,71.6,4230.25,False,5,False,71.69915254237289,False,False,False,0
6.0,4,False,0,0,2,0.0,False,45.0,90.0,45.0,96.45,False,0,False,32.15,True,False,False,1
45.0,1,True,0,0,60,0.0,False,897.0,3588.0,59.8,3561.15,False,0,False,58.37950819672131,False,True,False,1
13.0,0,True,0,0,20,0.047619047619047616,False,197.0,394.0,19.7,395.6,False,1,False,18.83809523809524,False,False,True,0
61.5,0,True,0,0,63,0.0,False,747.0,5229.0,83.0,5243.05,False,0,False,81.92265625,False,True,False,0
6.0,0,True,0,0,14,0.2,False,138.25,276.5,19.75,309.35,False,3,False,20.623333333333335,False,False,True,0
15.5,0,True,0,0,29,0.06666666666666667,False,295.07500000000005,590.1500000000001,20.35,617.35,False,2,False,20.578333333333333,False,False,True,0
5.5,6,False,0,0,1,0.0,False,34.475,68.95,68.95,68.95,True,0,True,34.475,True,False,False,1
34.5,3,True,0,0,29,0.0,False,519.97,2599.8500000000004,89.65,2623.65,True,0,False,87.455,False,False,False,0
7.0,3,True,0,0,4,0.0,False,103.5,207.0,51.75,201.1,False,0,False,40.22,True,False,False,0
46.0,0,False,6,1,70,0.08450704225352113,False,1011.0625,8088.5,115.55,8127.6,True,12,False,114.47323943661972,False,True,False,0
18.0,3,True,0,0,6,0.0,False,83.85,335.4,55.9,365.35,False,0,False,52.19285714285714,True,False,False,0
12.0,6,False,0,0,4,1.0,False,75.8,379.0,94.75,422.4,True,5,True,84.47999999999999,True,False,False,1
28.0,0,True,0,0,46,0.0,True,454.25,908.5,19.75,856.5,False,0,False,18.22340425531915,False,False,True,0
9.5,4,False,0,0,9,0.0,False,199.8,399.6,44.4,348.15,False,0,False,34.815,True,False,False,1
-0.5,4,False,0,0,1,1.5,False,35.675,71.35,71.35,71.35,True,3,False,35.675,True,False,False,1
40.5,6,False,0,0,31,0.0,False,523.9,3143.4,101.4,3143.65,True,0,True,98.2390625,False,False,False,1
5.5,6,False,0,0,1,0.0,False,37.675,75.35,75.35,75.35,True,0,True,37.675,True,False,False,1
43.5,0,True,0,0,45,0.043478260869565216,True,553.8749999999999,3323.2499999999995,73.85,3371.0,False,2,False,73.28260869565217,False,False,False,0
25.5,3,True,0,0,11,0.0,False,140.91,704.55,64.05,733.95,False,0,False,61.1625,True,False,False,0
61.5,4,False,0,0,63,0.0,False,988.6499999999999,6920.549999999999,109.85,7002.95,True,0,False,109.42109375,False,True,False,1
6.5,3,True,0,0,3,0.0,False,36.900000000000006,73.80000000000001,24.6,86.35,False,0,False,21.5875,True,False,True,0
28.0,0,True,0,0,16,0.0,True,205.6,1028.0,64.25,1024.0,False,0,False,60.23529411764706,False,False,False,0
14.5,3,True,0,0,19,0.0,False,191.9,383.8,20.2,382.2,False,0,False,19.11,False,False,True,0
65.5,1,True,0,0,71,0.0,True,802.3,5616.099999999999,79.1,5564.85,False,0,False,77.28958333333334,False,True,False,1
23.5,2,True,0,0,17,0.0,False,368.6875,1474.75,86.75,1410.25,True,0,True,78.34722222222223,False,False,False,0
30.0,1,True,0,0,50,0.0,False,1120.0,2240.0,44.8,2230.85,False,0,False,43.7421568627451,False,False,False,1
6.0,4,False,0,0,2,0.0,False,71.3,142.6,71.3,157.75,True,0,False,52.583333333333336,True,False,False,1
20.0,3,False,0,0,34,0.02857142857142857,False,334.9,669.8,19.7,675.6,False,1,False,19.302857142857142,False,False,True,0
31.0,0,True,0,0,42,0.0,False,785.4000000000001,2356.2000000000003,56.1,2386.85,False,0,False,55.50813953488372,False,False,False,0
