customerID,numAdminTickets,numTechTickets,support_frustration_score,high_value_churn_flag
6275-YDUVO,0,0,0,0
0036-IHMOT,1,0,1,0
0115-TFERT,0,2,4,0
4178-EGMON,0,0,0,0
4220-TINQT,3,0,3,0
5318-YKDPV,0,0,0,0
7975-TZMLR,0,0,0,0
0295-QVKPB,0,0,0,0
4335-BSMJS,0,0,0,0
2311-QYMUQ,5,1,7,0
3643-AHCFP,0,0,0,0
9146-JRIOX,0,0,0,0
3104-OWCGK,0,6,12,1
5337-IIWKZ,0,0,0,0
9101-BWFSS,0,5,10,1
9650-VBUOG,0,0,0,0
3487-EARAT,1,0,1,0
2672-TGEFF,0,0,0,0
9231-ZJYAM,2,0,2,0
4250-WAROZ,0,3,6,0
8184-WMOFI,0,0,0,0
6982-SSHFK,0,0,0,0
6092-QZVPP,0,0,0,0
4625-LAMOB,0,0,0,0
0727-BMPLR,0,5,10,1
0392-BZIUW,0,0,0,0
1038-ZAGBI,0,0,0,0
6549-NNDYT,0,0,0,0
3027-ZTDHO,0,2,4,0
0422-OHQHQ,0,0,0,0
6916-HIJSE,0,0,0,0
2316-ESMLS,3,0,3,0
9778-OGKQZ,0,0,0,0
7408-OFWXJ,0,0,0,0
6007-TCTST,5,0,5,0
2252-NKNSI,5,0,5,0
8713-IGZSO,5,0,5,0
7905-TVXTA,0,0,0,0
7695-PKLCZ,0,0,0,0
2382-BCKQJ,0,5,10,1
8374-UULRV,0,0,0,0
2207-NHRJK,0,0,0,0
3224-DFQNQ,0,0,0,0
5275-PMFUT,0,0,0,0
4795-UXVCJ,0,0,0,0
9777-IQHWP,0,0,0,0
0947-MUGVO,2,0,2,0
9944-HKVVB,0,0,0,0
4124-MMETB,0,3,6,0
3671-SHRSP,0,0,0,0
0979-MOZQI,5,0,5,0
2732-ISEZX,0,0,0,0
3313-QKNKB,0,0,0,1
0323-XWWTN,0,0,0,0
1937-OTUKY,0,6,12,0
1573-LGXBA,0,0,0,0
1764-VUUMT,2,6,14,0
5073-WXOYN,0,6,12,1
4713-ZBURT,0,0,0,0
3050-GBUSH,0,0,0,0
0207-MDKNV,0,0,0,0
7876-AEHIG,0,0,0,0
7945-HLKEA,0,0,0,0
9342-VNIMQ,0,0,0,0
9851-KIELU,0,0,0,0
3523-BRGUW,0,0,0,0
3908-BLSYF,0,0,0,0
3199-NPKCN,0,0,0,0
5170-PTRKA,3,0,3,0
4661-NJEUX,0,0,0,0
2123-AGEEN,0,0,0,0
1258-YMZNM,4,0,4,0
0048-LUMLS,0,0,0,0
7549-MYGPK,0,6,12,1
5898-IGSLP,0,0,0,0
3804-RVTGV,1,5,11,1
6259-WJQLC,0,0,0,0
9227-LUNBG,4,0,4,0
7997-EASSD,0,2,4,0
0730-KOAVE,0,0,0,0
8975-SKGRX,0,0,0,0
0678-RLHVP,0,0,0,0
4315-MURBD,1,2,5,0
2267-FPIMA,0,0,0,0
1051-GEJLJ,0,0,0,0
9734-YWGEX,0,0,0,0
2719-BDAQO,3,1,5,0
5285-MVEHD,0,0,0,0
0379-DJQHR,2,0,2,0
0781-LKXBR,0,0,0,0
5543-QDCRY,5,0,5,0
0297-RBCSG,3,0,3,0
4694-PHWFW,0,0,0,0
0835-JKADZ,0,0,0,0
1907-UBQFC,0,0,0,0
7508-SMHXL,0,0,0,0
3865-YIOTT,0,0,0,0
5993-BQHEA,0,0,0,0
6024-RUGGH,0,0,0,0
6513-EECDB,0,0,0,0
3956-CJUST,0,0,0,0
4079-WWQQQ,0,0,0,0
6103-BOCOU,0,0,0,0
5149-TGWDZ,0,0,0,0
7471-WNSUF,0,0,0,0
8942-DBMHZ,2,0,2,0
4301-VVZKA,0,0,0,0
9199-PWQVC,3,0,3,0
4824-GUCBY,3,0,3,0
5393-HJZSM,0,0,0,0
7074-IEVOJ,0,0,0,0
9625-QSTYE,2,1,4,0
0862-PRCBS,0,0,0,0
8812-ZRHFP,0,0,0,0
5146-CBVOE,0,0,0,0
0454-OKRCT,0,0,0,0
5787-KXGIY,0,0,0,0
4750-ZRXIU,0,0,0,0
4198-VFOEA,0,0,0,0
6630-UJZMY,0,0,0,0
5709-LVOEQ,0,0,0,0
6400-BWQKW,0,0,0,0
2692-AQCPF,0,0,0,0
0347-UBKUZ,0,0,0,0
0835-DUUIQ,0,0,0,0
0811-GSDTP,0,0,0,0
7567-ECMCM,0,0,0,0
6115-ZTBFQ,0,0,0,0
6353-BRMMA,0,0,0,0
6680-WKXRZ,0,0,0,0
6231-WFGFH,0,0,0,0
9904-EHEVJ,0,0,0,0
7028-DVOIQ,0,1,2,1
6169-PPETC,5,0,5,0
4208-UFFGW,0,0,0,0
8584-KMVXD,0,0,0,0
8467-WYNSR,0,0,0,0
0851-DFJKB,0,0,0,0
5382-SOYZL,0,0,0,0
9448-REEVD,0,0,0,0
3261-CQXOL,0,0,0,0
8388-FYNPZ,0,0,0,0
4002-BQWPQ,0,0,0,0
5651-YLPRD,0,0,0,0
2826-DXLQO,0,0,0,0
4378-BZYFP,0,0,0,0
9489-UTFKA,0,0,0,0
4849-PYRLQ,1,0,1,0
9117-SHLZX,0,0,0,0
9889-TMAHG,0,1,2,0
4541-RMRLG,0,0,0,0
7764-BDPEE,5,0,5,0
3429-IFLEM,0,0,0,0
3158-MOERK,0,1,2,0
7294-TMAOP,0,0,0,0
5002-GCQFH,2,0,2,0
0556-FJEGU,0,0,0,0
8919-FYFQZ,0,0,0,0
0604-THJFP,0,0,0,0
2834-JRTUA,0,8,16,1
5875-YPQFJ,0,0,0,0
5879-SESNB,0,0,0,0
6646-QVXLR,0,6,12,1
6461-PPAXN,0,0,0,0
3318-ISQFQ,0,0,0,0
1106-HRLKZ,0,0,0,0
2483-XSSMZ,0,0,0,0
8603-IJWDN,0,0,0,0
8165-ZJRNM,0,0,0,0
9369-XFEHK,0,0,0,0
2604-XVDAM,0,0,0,0
3717-OFRTN,0,0,0,0
9046-JBFWA,0,0,0,0
3280-NMUVX,0,0,0,0
1206-EHBDD,0,0,0,0
8361-LBRDI,0,0,0,0
4883-KCPZJ,2,0,2,0
9108-EQPNQ,0,0,0,0
7277-KAMWT,0,0,0,0
3842-IYKUE,0,0,0,0
6641-XRPSU,0,0,0,0
1374-DMZUI,1,2,5,0
2545-LXYVJ,3,0,3,0
3234-VKACU,3,0,3,0
8357-EQXFO,1,0,1,0
1989-PRJHP,3,0,3,0
8120-JDCAM,0,0,0,0
8917-FAEMR,0,0,0,0
7047-YXDMZ,0,0,0,0
2858-EIMXH,0,0,0,0
9524-EGPJC,0,0,0,0
6993-OHLXR,0,0,0,0
8818-XYFCQ,4,3,10,1
6419-ZTTLE,0,0,0,0
0929-HYQEW,0,0,0,0
6614-YOLAC,0,0,0,0
7426-RHZGU,0,0,0,0
4065-JJAVA,0,0,0,0
4695-VADHF,0,2,4,0
3863-IUBJR,0,0,0,0
7649-SIJJF,0,0,0,0
9361-YNQWJ,3,0,3,0
3748-FVMZZ,3,0,3,0
9391-TTOYH,0,2,4,0
1452-XRSJV,0,0,0,0
3422-WJOYD,0,2,4,0
8242-SOQUO,0,0,0,0
7460-ITWWP,0,0,0,0
7147-AYBAA,4,0,4,0
7868-TMWMZ,0,0,0,0
4822-RVYBB,0,0,0,0
6732-FZUGP,1,0,1,0
8436-BJUMM,0,0,0,0
4184-TJFAN,0,0,0,0
8329-GWVPJ,0,0,0,0
1352-VHKAJ,0,0,0,0
4145-UQXUQ,0,0,0,0
2632-TACXW,0,0,0,0
8146-QQKZH,4,0,4,0
1767-CJKBA,0,0,0,0
6445-TNRXS,0,0,0,0
4581-LNWUM,3,0,3,0
4869-EPIUS,0,0,0,0
9948-YPTDG,0,4,8,1
1236-WFCDV,0,1,2,0
1915-OAKWD,0,0,0,0
7296-PIXQY,0,0,0,0
4883-QICIH,0,0,0,0
3354-OADJP,1,0,1,0
3524-WQDSG,0,0,0,0
0810-DHDBD,0,0,0,0
4026-SKKHW,0,0,0,0
2829-HYVZP,0,0,0,0
8329-IBCTI,3,0,3,0
1271-SJBGZ,0,1,2,0
3845-JHAMY,0,0,0,0
7013-PSXHK,0,1,2,0
5669-SRAIP,0,0,0,0
5981-ITEMU,0,4,8,1
3486-NPGST,0,0,0,0
6941-PMGEP,0,0,0,0
1624-WOIWJ,0,1,2,0
2074-GKOWZ,1,0,1,0
0376-YMCJC,3,0,3,0
6100-FJZDG,0,0,0,0
4829-ZLJTK,0,0,0,0
1730-VFMWO,0,0,0,0
7143-BQIBA,0,0,0,0
3800-LYTRK,0,0,0,0
0634-SZPQA,0,2,4,0
9646-NMHXE,0,0,0,0
7030-NJVDP,2,0,2,0
5536-RTPWK,0,4,8,1
8883-GRDWQ,0,0,0,0
6166-ILMNY,0,0,0,0
3097-NNSPB,0,0,0,0
7771-ZONAT,0,0,0,0
0655-RBDUG,0,2,4,0
2111-DWYHN,4,0,4,0
4194-WHFCB,0,0,0,0
4121-AGSIN,0,0,0,0
4361-BKAXE,0,4,8,1
9845-PEEKO,5,0,5,0
0455-XFASS,0,0,0,0
0301-KOBTQ,0,0,0,0
1751-NCDLI,0,0,0,0
4367-NUYAO,1,0,1,0
9878-TNQGW,0,0,0,0
9170-ARBTB,0,0,0,0
4441-NIHPT,1,1,3,0
8999-BOHSE,0,1,2,0
7241-AJHFS,0,0,0,0
7029-RPUAV,2,1,4,0
4546-FOKWR,0,0,0,0
9036-CSKBW,0,1,2,0
5832-TRLPB,0,0,0,0
8590-YFFQO,0,0,0,0
8659-IOOPU,4,0,4,0
1338-CECEE,0,0,0,0
7439-DKZTW,0,0,0,0
4646-QZXTF,0,0,0,0
4607-CHPCA,0,1,2,0
9742-XOKTS,0,0,0,0
6921-OZMFH,0,0,0,0
9578-FOMUK,0,0,0,0
4712-UYOOI,0,0,0,0
8824-RWFXJ,0,0,0,0
7722-CVFXN,0,0,0,0
8717-VCTXJ,0,0,0,0
7363-QTBIW,0,0,0,0
4159-NAAIX,0,0,0,0
0971-QIFJK,0,0,0,0
9397-TZSHA,0,0,0,0
3391-JSQEW,0,0,0,0
0343-QLUZP,0,0,0,0
9763-PDTKK,0,0,0,0
2176-LVPNX,1,0,1,0
7627-JKIAZ,0,0,0,0
3312-UUMZW,5,2,9,0
1271-UODNO,0,0,0,0
8461-EFQYM,0,0,0,0
6900-RBKER,0,0,0,0
6891-JPYFF,2,0,2,0
1459-QNFQT,0,0,0,0
1047-NNCBF,2,0,2,0
3696-XRIEN,0,0,0,0
4081-DYXAV,0,0,0,0
0074-HDKDG,0,0,0,0
8791-GFXLZ,0,0,0,0
8111-SLLHI,0,3,6,1
0927-LCSMG,0,0,0,0
9330-DHBFL,0,0,0,0
0098-BOWSO,0,0,0,0
3452-ABWRL,0,0,0,0
5859-HZYLF,0,0,0,0
8257-RZAHR,0,0,0,0
5293-WXJAK,0,1,2,0
3156-QLHBO,3,0,3,0
2208-NQBCT,0,0,0,0
1779-PWPMG,0,0,0,0
6621-NRZAK,0,0,0,0
0831-JNISG,0,3,6,0
0774-IFUVM,0,0,0,0
3082-WQRVY,0,0,0,0
9553-DLCLU,0,0,0,0
1641-BYBTK,3,0,3,0
2460-NGXBJ,0,0,0,0
2446-ZKVAF,0,0,0,0
0841-NULXI,0,0,0,0
3522-CDKHF,2,0,2,0
1430-SFQSA,0,0,0,0
0411-EZJZE,0,0,0,0
7851-WZEKY,0,0,0,0
8844-TONUD,3,1,5,0
8807-ARQET,0,0,0,0
8992-CEUEN,0,0,0,0
4320-QMLLA,0,0,0,0
8777-PVYGU,0,0,0,0
8292-ITGYJ,0,0,0,0
6870-ZWMNX,0,0,0,0
0621-CXBKL,0,0,0,0
5268-DSMNQ,0,0,0,0
5334-JLAXU,0,5,10,0
4086-YQSNZ,0,0,0,0
6242-MBHPK,0,0,0,0
5868-CZJDR,4,0,4,0
9359-UGBTK,0,0,0,0
0135-NMXAP,5,1,7,0
4782-OSFXZ,0,0,0,0
6479-OAUSD,0,0,0,0
7129-ACFOG,0,0,0,0
4189-NAKJS,0,0,0,0
5562-BETPV,5,0,5,0
1282-IHQAC,0,0,0,0
9127-FHJBZ,0,0,0,0
6270-OMFIW,2,7,16,1
1641-RQDAY,0,0,0,0
0107-WESLM,0,0,0,0
6994-ORCWG,2,0,2,0
1346-UFHAX,0,0,0,0
3992-YWPKO,0,0,0,0
2933-XEUJM,3,0,3,0
0125-LZQXK,2,1,4,0
5461-QKNTN,0,0,0,0
4835-YSJMR,0,0,0,0
8399-YNDCH,0,2,4,0
3164-YAXFY,2,0,2,0
0887-WBJVH,0,3,6,0
4660-IRIBM,0,0,0,0
5673-FSSMF,0,0,0,0
7670-ZBPOQ,0,0,0,0
8089-UZWLX,0,0,0,0
0080-OROZO,0,0,0,0
3916-NRPAP,0,0,0,0
6807-SIWJI,0,0,0,0
8221-HVAYI,0,0,0,0
1579-KLYDT,0,0,0,0
5232-NXPAY,0,0,0,0
8967-SZQAS,3,0,3,0
4468-KAZHE,0,1,2,0
0455-ENTCR,0,2,4,0
8944-AILEF,5,0,5,0
5542-NKVRU,3,0,3,0
7126-RBHSD,0,0,0,0
5370-IIVVL,3,0,3,0
6789-HJBWG,0,0,0,0
3927-NLNRY,0,5,10,1
9087-EYCPR,0,0,0,0
6791-YBNAK,0,0,0,0
6358-LYNGM,0,0,0,0
6077-BDPXA,0,0,0,0
0013-MHZWF,0,0,0,0
5494-HECPR,0,0,0,0
8268-YDIXR,0,0,0,0
9824-BEMCV,0,0,0,0
1373-ORVIZ,0,0,0,0
4291-SHSBH,0,0,0,0
6980-IMXXE,4,0,4,0
9866-QEVEE,0,0,0,0
9897-KXHCM,4,0,4,0
0040-HALCW,0,0,0,0
0784-GTUUK,0,0,0,0
7979-CORPM,0,3,6,0
2294-DMMUS,0,0,0,0
0872-JCPIB,0,0,0,0
3055-MJDSB,0,0,0,0
9091-WTUUY,0,0,0,0
1618-CFHME,0,0,0,0
3165-HDOEW,0,0,0,0
6581-NQCBA,0,1,2,0
7115-IRDHS,0,0,0,0
8496-DMZUK,0,2,4,0
2040-VZIKE,3,0,3,0
9068-VPWQQ,0,0,0,0
0178-SZBHO,0,0,0,0
0384-RVBPI,1,0,1,0
1689-MRZQR,0,0,0,0
1299-AURJA,2,0,2,0
4525-VZCZG,0,0,0,0
1543-LLLFT,0,0,0,0
5835-BEQEU,3,0,3,0
2788-CJQAQ,0,0,0,0
5565-FILXA,0,0,0,0
0319-QZTCO,0,0,0,0
2120-SMPEX,0,0,0,0
0096-FCPUF,1,0,1,0
0668-OGMHD,0,0,0,0
5552-ZNFSJ,0,0,0,0
2223-KAGMX,0,0,0,0
6507-ZJSUR,0,0,0,0
9408-HRXRK,1,0,1,0
5593-SUAOO,0,0,0,0
7321-PKUYW,0,0,0,0
2833-SLKDQ,0,0,0,0
6766-HFKLA,0,0,0,0
7595-EUIVN,0,0,0,0
7617-EYGLW,1,0,1,0
2026-TGDHM,0,0,0,0
9220-ZNKJI,0,0,0,0
4030-VPZBD,0,0,0,0
2226-ICFDO,0,4,8,0
0723-VSOBE,0,0,0,0
5529-GIBVH,0,0,0,0
4187-CINZD,0,6,12,1
9992-UJOEL,0,0,0,0
4741-WWJQZ,0,0,0,0
6625-UTXEW,0,0,0,0
6818-WOBHJ,0,6,12,1
6244-BESBM,5,5,15,0
1004-NOZNR,0,0,0,0
1251-STYSZ,0,0,0,0
2612-PHGOX,0,0,0,0
2408-TZMJL,0,6,12,1
8480-PPONV,0,0,0,0
8780-IHCRN,0,0,0,0
4598-ZADCK,0,0,0,0
1257-SXUXQ,0,0,0,0
9681-KYGYB,0,0,0,0
7182-OVLBJ,0,0,0,0
5095-ETBRJ,4,0,4,0
7005-CYUIL,0,0,0,0
4821-WQOYN,0,0,0,0
4730-AWNAU,0,0,0,0
3452-FLHYD,5,0,5,0
2388-LAESQ,0,0,0,0
9531-NSBMR,0,2,4,0
6260-ONULR,2,0,2,0
4389-UEFCZ,0,0,0,0
8711-LOBKY,0,1,2,0
9134-CEQMF,0,2,4,0
8985-OOPOS,0,0,0,0
8800-ZKRFW,4,0,4,0
2616-FLVQC,3,0,3,0
9968-FFVVH,0,0,0,0
3108-PCCGG,0,0,0,0
7993-PYKOF,2,0,2,0
8390-FESFV,1,0,1,0
3022-BEXHZ,0,0,0,0
5027-XWQHA,0,0,0,0
6248-TKCQV,0,0,0,0
6729-GDNGC,2,0,2,0
6198-ZFIOJ,0,0,0,0
5989-OMNJE,1,0,1,0
4566-QVRRW,0,0,0,0
1291-CUOCY,0,0,0,0
9795-SHUHB,0,6,12,0
3230-IUALN,0,0,0,0
0042-RLHYP,0,0,0,0
8519-IMDHU,0,0,0,0
4945-RVMTE,0,0,0,0
0201-OAMXR,0,6,12,1
1866-NXPSP,0,0,0,0
3372-KWFBM,0,0,0,0
7831-QGOXH,0,0,0,0
6393-WRYZE,0,3,6,1
3941-XTSKM,0,0,0,0
1661-CZBAU,0,0,0,0
6599-RCLCJ,0,4,8,1
9831-BPFRI,0,1,2,1
5158-RIVOP,0,0,0,0
9788-YTFGE,0,0,0,0
9277-JOOMO,0,0,0,0
1907-YLNYW,0,0,0,0
1725-MIMXW,0,0,0,0
8947-YRTDV,0,0,0,0
3161-ONRWK,0,0,0,0
0114-RSRRW,0,0,0,0
4565-NLZBV,0,0,0,0
0031-PVLZI,0,0,0,0
7206-GZCDC,1,0,1,0
6682-VCIXC,1,0,1,0
4791-QRGMF,0,5,10,1
6475-VHUIZ,0,0,0,0
3910-MRQOY,0,1,2,0
0661-WCQNQ,4,0,4,0
7537-RBWEA,5,0,5,0
4656-CAURT,0,0,0,0
0121-SNYRK,0,0,0,0
1768-ZAIFU,0,0,0,0
4671-LXRDQ,0,0,0,0
3733-LSYCE,0,0,0,0
6265-FRMTQ,0,0,0,0
1934-SJVJK,0,0,0,0
3838-OZURD,0,6,12,1
1371-DWPAZ,0,0,0,0
9269-CQOOL,0,0,0,0
2017-CCBLH,5,0,5,0
7690-KPNCU,0,0,0,0
0536-BGFMZ,1,0,1,0
2293-IJWPS,2,0,2,0
2845-HSJCY,0,2,4,0
5469-NUJUR,0,0,0,0
1184-PJVDB,1,0,1,0
2625-TRCZQ,0,0,0,0
4102-HLENU,0,0,0,0
7266-GSSJX,0,0,0,0
7722-VJRQD,1,0,1,0
7073-QETQY,0,0,0,0
9415-DPEWS,0,0,0,0
5624-RYAMH,0,0,0,0
0196-JTUQI,0,0,0,0
7130-YXBRO,3,0,3,0
9272-LSVYH,0,0,0,0
7943-RQCHR,0,0,0,0
3793-MMFUH,0,0,0,0
3249-ZPQRG,0,0,0,0
2568-BRGYX,0,0,0,0
3084-DOWLE,0,0,0,0
1084-MNSMJ,0,0,0,0
7721-JXEAW,0,4,8,0
7249-WBIYX,0,0,0,0
4238-HFHSN,0,0,0,0
6250-CGGUN,5,0,5,0
5478-JJVZK,0,0,0,0
7596-IIWYC,0,0,0,0
6567-HOOPW,0,0,0,0
9793-WECQC,0,0,0,0
4291-HPAXL,0,0,0,0
8999-YPYBV,0,0,0,0
1839-FBNFR,0,0,0,0
3164-AALRN,0,0,0,0
3071-MVJCD,0,0,0,0
1697-BCSHV,0,0,0,0
0562-KBDVM,0,0,0,0
1131-SUEKT,0,0,0,0
3717-OEAUQ,0,0,0,0
4538-WNTMJ,3,0,3,0
3334-CTHOL,0,0,0,0
4704-ERYFC,0,0,0,0
9432-RUVSL,0,0,0,0
8060-HIWJJ,0,0,0,0
7684-XSZIY,0,5,10,0
9089-UOWJG,0,0,0,0
8621-MNIHH,0,2,4,1
8039-ACLPL,0,0,0,0
9885-AIBVB,0,0,0,0
1934-MKPXS,0,0,0,0
2592-YKDIF,0,0,0,0
2272-JKMSI,0,0,0,0
0471-LVHGK,3,4,11,0
9518-RWHZL,0,8,16,1
8714-CTZJW,0,0,0,0
3569-EDBPQ,0,0,0,0
3131-NWVFJ,0,0,0,0
7521-YXVZY,0,0,0,0
5419-CONWX,4,0,4,0
6240-EURKS,0,0,0,0
2373-NTKOD,0,0,0,0
1970-KKFWL,0,0,0,0
6960-HVYXR,0,0,0,0
9337-SRRNI,0,0,0,0
0895-UADGO,2,0,2,0
5678-VFNEQ,2,0,2,0
5977-CKHON,0,2,4,0
7024-OHCCK,0,0,0,0
2692-BUCFV,0,0,0,0
7861-UVUFT,0,3,6,0
1830-GGFNM,0,0,0,0
5302-BDJNT,0,0,0,0
5223-UZAVK,0,0,0,0
4859-ZSRDZ,4,0,4,0
5651-WYIPH,5,0,5,0
9350-VLHMB,0,0,0,0
3498-LZGQZ,0,0,0,0
8785-CJSHH,0,0,0,0
5357-TZHPP,0,0,0,0
3870-SPZSI,0,0,0,0
0680-DFNNY,0,0,0,0
7560-QRBXH,0,0,0,0
7077-XJMET,0,0,0,0
8752-GHJFU,0,0,0,0
6896-SRVYQ,0,0,0,0
7767-UXAGJ,0,0,0,0
4652-ODEVH,0,0,0,0
6510-UPNKS,0,0,0,0
6718-BDGHG,0,0,0,0
9046-DQMTP,0,0,0,0
6439-LAJXL,0,0,0,0
1571-SAVHK,0,1,2,0
9052-VKDUW,0,0,0,0
9546-CQJSU,0,0,0,0
1666-JZPZT,0,0,0,0
5777-KJIRB,0,0,0,0
0506-LVNGN,0,0,0,0
7677-SJJJK,0,0,0,0
2480-EJWYP,3,0,3,0
3253-HKOKL,2,4,10,0
7055-HNEOJ,0,0,0,0
5514-YQENT,2,0,2,0
3211-AAPKX,0,0,0,0
8445-DNBAE,0,0,0,0
2951-QOQTK,0,0,0,0
2958-NHPPS,0,0,0,0
6806-YDEUL,0,0,0,0
1735-XMJVH,0,0,0,0
6890-PFRQX,0,1,2,0
0222-CNVPT,0,0,0,0
5899-OUVKV,1,0,1,0
8681-ICONS,5,0,5,0
1621-YNCJH,5,2,9,0
3473-XIIIT,3,2,7,0
6362-QHAFM,2,0,2,0
7893-IXHRQ,0,0,0,0
3070-BDOQC,0,0,0,0
2952-QAYZF,0,1,2,0
6234-PFPXL,0,0,0,0
9824-QCJPK,0,0,0,0
4763-PGDPO,0,0,0,0
4283-IVYCI,0,0,0,0
1866-OBPNR,0,0,0,0
8205-MQUGY,0,0,0,0
8970-ANWXO,1,0,1,0
9480-BQJEI,0,0,0,0
5394-SVGJV,0,1,2,1
6979-TNDEU,1,0,1,0
9777-WJJPR,0,0,0,0
9283-LZQOH,0,0,0,0
7079-QRCBC,0,3,6,0
9495-SKLKD,0,3,6,0
6048-UWKAL,0,0,0,0
5067-DGXLL,0,0,0,0
5469-CTCWN,0,6,12,1
9851-QXEEQ,0,4,8,1
6281-FKEWS,0,0,0,0
8898-KASCD,0,0,0,0
9242-TKFSV,3,0,3,0
9290-SHCMB,0,0,0,0
0743-HNPFG,0,0,0,0
2277-BKJKN,1,0,1,0
9809-IMGCQ,0,2,4,0
5208-HFSBT,0,0,0,0
5035-PGZXH,0,0,0,0
8695-WDYEA,0,0,0,0
6543-JXSOO,0,0,0,0
8016-ZMGMO,0,0,0,0
8605-ITULD,0,0,0,0
3254-YRILK,0,1,2,0
6416-YJTTB,0,0,0,0
2667-WYLWJ,0,0,0,0
4472-VESGY,0,1,2,0
3195-TQDZX,0,0,0,0
3128-YOVTD,3,0,3,0
0529-ONKER,0,0,0,0
1728-CXQBE,0,0,0,0
7041-TXQJH,0,0,0,0
5014-GSOUQ,0,0,0,0
5724-BIDBU,0,0,0,0
0481-SUMCB,0,0,0,0
1769-GRUIK,0,0,0,0
5240-IJOQT,4,0,4,0
8819-WFGGJ,0,0,0,0
7427-AUFPY,3,0,3,0
2811-POVEX,0,0,0,0
1092-GANHU,0,0,0,0
7898-PDWQE,0,0,0,0
9972-EWRJS,0,0,0,0
9314-IJWSQ,2,0,2,0
0661-XEYAN,0,0,0,0
5799-JRCZO,0,0,0,0
1921-KYSAY,0,0,0,0
6198-RTPMF,3,0,3,0
2924-KHUVI,0,0,0,0
1925-GMVBW,1,0,1,0
7881-EVUAD,0,0,0,0
6184-DYUOB,0,0,0,0
9207-ZPANB,5,0,5,0
5766-XQXMQ,0,3,6,0
9327-QSDED,0,0,0,0
1656-DRSMG,0,0,0,0
3012-VFFMN,0,0,0,0
2984-AFWNC,0,0,0,0
0640-YJTPY,0,0,0,0
8096-LOIST,0,0,0,0
9764-REAFF,0,0,0,0
3703-VAVCL,0,0,0,0
7107-UBYKY,0,0,0,0
4881-GQJTW,0,0,0,0
8519-QJGJD,0,0,0,0
7876-DNYAP,0,0,0,0
7905-NJMXS,5,0,5,0
2882-WDTBA,0,0,0,0
2091-GPPIQ,0,0,0,0
6326-MTTXK,0,0,0,0
5071-FBJFS,0,0,0,0
2796-UUZZO,0,0,0,0
2429-AYKKO,0,0,0,0
9798-OPFEM,0,0,0,0
0330-IVZHA,0,0,0,0
3794-NFNCH,0,0,0,0
5193-QLVZB,0,0,0,0
7114-AEOZE,4,0,4,0
2886-KEFUM,3,6,15,1
5522-NYKPB,0,0,0,0
4237-RLAQD,0,0,0,0
9957-YODKZ,0,0,0,0
6518-KZXCB,0,0,0,0
2245-ADZFJ,0,0,0,0
7776-QGYJC,0,0,0,0
9313-QOLTZ,0,0,0,0
9651-GTSAQ,0,5,10,1
3186-BAXNB,0,0,0,0
4672-FOTSD,0,0,0,0
0637-YLETY,2,1,4,0
9818-XQCUV,0,0,0,0
7338-ERIVA,0,0,0,0
1157-BQCUW,0,0,0,0
8259-NFJTV,0,0,0,0
3223-DWFIO,0,0,0,0
2660-EMUBI,0,1,2,0
6968-GMKPR,0,0,0,0
4751-ERMAN,0,0,0,0
1436-ZMJAN,0,0,0,0
3292-PBZEJ,0,0,0,0
0799-DDIHE,0,0,0,0
3070-FNFZQ,0,0,0,0
2812-SFXMJ,0,0,0,0
7675-OZCZG,0,0,0,0
5014-WUQMG,0,0,0,0
5312-TSZVC,5,0,5,0
2003-CKLOR,0,8,16,1
0993-OSGPT,0,0,0,0
9254-RBFON,3,1,5,0
1205-WNWPJ,0,0,0,0
9391-EOYLI,0,0,0,0
7108-DGVUU,0,0,0,0
2782-JEEBU,0,0,0,0
5127-BZENZ,0,2,4,0
2720-FVBQP,0,0,0,0
9906-NHHVC,0,0,0,0
4522-XRWWI,0,0,0,0
3766-EJLFL,0,0,0,0
5939-SXWHM,0,0,0,0
8152-UOBNY,0,0,0,0
7351-KYHQH,0,0,0,0
7643-RCHXS,1,0,1,0
8246-SHFGA,0,0,0,0
8387-MOJJT,4,0,4,1
0620-XEFWH,5,0,5,0
6485-QXWWE,0,0,0,0
2761-OCIAX,0,0,0,0
7321-VGNKU,0,0,0,0
5327-CNLUQ,0,0,0,0
7552-KEYGT,4,0,4,0
5816-JMLGY,3,0,3,0
3068-OMWZA,0,0,0,0
2927-QRRQV,2,0,2,0
6032-KRXXO,0,3,6,0
7459-RRWQZ,5,1,7,0
6265-SXWBU,0,0,0,0
7941-RCJOW,0,0,0,0
6374-NTQLP,0,0,0,0
4154-AQUGT,0,1,2,0
2387-KDZQY,0,0,0,0
3584-WKTTW,0,4,8,0
3399-BMLVW,0,0,0,0
1971-DTCZB,0,0,0,0
3092-IGHWF,4,6,16,1
3374-PZLXD,1,0,1,0
3813-DHBBB,0,0,0,0
2812-REYAT,0,0,0,0
6518-PPLMZ,0,3,6,0
4939-KYYPY,0,0,0,0
8017-LXHFA,0,2,4,0
5930-GBIWP,0,0,0,0
6022-KOUQO,0,0,0,0
6352-TWCAU,0,0,0,1
2361-UPSND,0,0,0,0
6035-RIIOM,5,3,11,0
2929-QNSRW,0,5,10,1
1262-OPMFY,0,0,0,0
9504-DSHWM,3,0,3,0
5035-BVCXS,2,0,2,0
6267-DCFFZ,0,0,0,0
3533-UVMOM,0,6,12,0
2439-LYPMQ,0,0,0,0
4248-QPAVC,5,1,7,0
1899-VXWXM,0,4,8,1
