engagement_score,billing_risk_score,churn_risk_segment_Low Risk,numTechTickets,high_value_churn_flag,tenure,ticket_intensity,Contract_Two year,revenue_efficiency,customer_lifetime_value,MonthlyCharges,TotalCharges,InternetService_Fiber optic,support_frustration_score,PaymentMethod_Electronic check,avg_monthly_spend,tenure_group_New,tenure_group_VIP,InternetService_No,PaperlessBilling,Churn
16.5,4,False,1,0,13,0.2857142857142857,False,251.29000000000002,1256.45,96.65,1162.85,True,5,False,83.06071428571428,False,False,False,1,1
30.5,6,False,0,0,41,0.0,False,551.4499999999999,1654.35,40.35,1677.85,False,0,True,39.94880952380952,False,False,False,1,0
5.5,5,False,0,0,1,0.0,False,9.425,18.85,18.85,18.85,False,0,True,9.425,True,False,True,0,0
13.5,3,True,0,0,7,0.0,False,127.98333333333333,383.95,54.85,370.4,False,0,False,46.3,True,False,False,0,0
46.0,1,True,0,0,52,0.0,False,668.72,3343.6,64.3,3410.6,False,0,False,64.35094339622641,False,False,False,1,0
27.5,1,True,0,0,45,0.0,True,554.625,1109.25,24.65,1138.8,False,0,False,24.756521739130434,False,False,True,1,0
60.0,0,True,0,0,70,0.0,True,887.8333333333334,5327.0,76.1,5264.25,False,0,False,74.1443661971831,False,True,False,0,0
31.5,0,True,0,0,53,0.0,True,495.55,991.1,18.7,1005.7,False,0,False,18.624074074074073,False,False,True,0,0
51.0,1,True,0,0,62,0.0,False,1214.5800000000002,6072.900000000001,97.95,5936.55,True,0,False,94.23095238095239,False,True,False,1,0
30.0,4,False,5,0,60,0.08196721311475409,False,1129.2,5646.0,94.1,5475.9,True,10,False,89.76885245901639,False,True,False,1,0
11.5,6,False,0,0,3,0.0,False,80.39999999999999,241.2,80.4,224.05,True,0,True,56.0125,True,False,False,1,1
31.5,6,False,0,0,23,0.0,False,437.46000000000004,2187.3,95.1,2326.05,True,0,True,96.91875,False,False,False,1,0
-2.5,4,False,0,0,1,2.0,False,15.675,31.35,31.35,31.35,False,4,False,15.675,True,False,False,1,1
58.5,1,True,0,0,67,0.0,False,807.9083333333333,4847.45,72.35,4991.5,False,0,False,73.40441176470588,False,True,False,1,0
7.0,4,False,1,0,12,0.46153846153846156,False,269.25,1077.0,89.75,1052.4,True,7,False,80.95384615384616,False,False,False,1,1
65.5,1,True,0,0,71,0.0,True,838.8142857142857,5871.7,82.7,5831.2,False,0,False,80.98888888888888,False,True,False,1,0
17.5,0,True,0,0,25,0.0,False,248.75,497.5,19.9,510.8,False,0,False,19.646153846153847,False,False,True,0,0
12.5,6,False,0,0,5,0.0,False,89.66666666666667,269.0,53.8,283.95,False,0,True,47.324999999999996,True,False,False,1,0
18.0,1,True,0,0,26,0.0,False,670.15,1340.3,51.55,1295.4,False,0,False,47.97777777777778,False,False,False,1,0
-4.5,0,False,0,0,1,2.5,False,9.825,19.65,19.65,19.65,False,5,False,9.825,True,False,True,0,0
50.0,1,True,0,0,70,0.0,False,770.875,3083.5,44.05,3011.65,False,0,False,42.417605633802815,False,True,False,1,0
71.0,3,True,0,0,72,0.0,True,1026.0,8208.0,114.0,8093.15,True,0,True,110.86506849315067,False,True,False,1,0
18.0,3,False,7,1,60,0.14754098360655737,False,1132.8,5664.0,94.4,5610.25,True,16,True,91.97131147540983,False,True,False,1,1
36.0,6,False,0,0,32,0.0,False,642.5600000000001,3212.8,100.4,3217.65,True,0,True,97.50454545454545,False,False,False,1,0
5.5,6,False,0,0,1,0.0,False,9.925,19.85,19.85,19.85,False,0,True,9.925,True,False,True,1,1
13.0,1,True,0,0,14,0.13333333333333333,False,253.16666666666666,759.5,54.25,773.2,False,2,False,51.54666666666667,False,False,False,1,0
16.5,4,False,0,0,13,0.0,False,346.6666666666667,1040.0,80.0,1029.35,True,0,False,73.52499999999999,False,False,False,1,0
33.0,4,False,0,0,6,0.0,False,94.20000000000002,659.4000000000001,109.9,669.45,True,0,False,95.63571428571429,True,False,False,1,1
42.0,0,True,0,0,46,0.06382978723404255,True,607.1999999999999,3643.2,79.2,3593.8,False,3,False,76.46382978723405,False,False,False,0,0
24.5,6,False,1,0,15,0.1875,False,253.375,1520.25,101.35,1553.95,True,4,True,97.121875,False,False,False,1,1
41.5,6,False,0,0,43,0.0,False,810.98,4054.9,94.3,3953.15,True,0,True,89.84431818181818,False,False,False,1,0
29.5,1,True,0,0,39,0.0,True,647.4,1942.2,49.8,1971.15,False,0,False,49.27875,False,False,False,1,0
17.5,4,False,2,0,21,0.09090909090909091,False,315.2625,1261.05,60.05,1236.15,False,4,False,56.18863636363637,False,False,False,1,1
44.5,6,False,0,0,57,0.034482758620689655,False,612.75,3063.75,53.75,3196.0,False,2,True,55.10344827586207,False,False,False,1,0
34.5,3,False,3,0,53,0.05555555555555555,False,990.57,4952.85,93.45,4872.2,True,6,True,90.22592592592592,False,False,False,1,0
29.0,4,False,0,0,18,0.0,False,316.44,1582.2,87.9,1500.5,True,0,False,78.97368421052632,False,False,False,1,0
10.5,6,False,0,0,1,0.0,False,20.05,60.15,60.15,60.15,False,0,True,30.075,True,False,False,1,1
44.0,1,True,0,0,58,0.0,False,885.225,3540.9,61.05,3478.75,False,0,False,58.96186440677966,False,False,False,1,0
55.5,0,True,0,0,71,0.0,True,1477.51,7387.55,104.05,7413.55,True,0,False,102.96597222222222,False,True,False,0,0
42.5,3,True,0,0,35,0.0,False,578.9583333333334,3473.75,99.25,3532.0,True,0,True,98.11111111111111,False,False,False,1,0
16.5,3,True,0,0,3,0.0,False,64.275,257.1,85.7,256.75,True,0,False,64.1875,True,False,False,0,0
44.0,3,True,0,0,38,0.0,False,664.0500000000001,3984.3,104.85,3887.25,True,0,True,99.67307692307692,False,False,False,1,0
42.5,1,True,0,0,35,0.0,True,403.375,2420.25,69.15,2490.15,False,0,False,69.17083333333333,False,False,False,1,0
18.5,6,False,0,0,7,0.0,False,158.2875,633.15,90.45,593.45,True,0,True,74.18125,True,False,False,1,1
48.5,0,True,0,0,47,0.0,True,583.1916666666667,3499.15,74.45,3510.3,False,0,False,73.13125000000001,False,False,False,0,0
11.0,5,False,0,0,14,0.2,False,235.43333333333337,706.3000000000001,50.45,765.45,False,3,True,51.03,False,False,False,0,0
21.0,6,False,1,0,20,0.047619047619047616,False,300.0,1200.0,60.0,1259.35,False,2,True,59.969047619047615,False,False,False,1,0
55.0,2,False,2,0,66,0.029850746268656716,True,803.7857142857143,5626.5,85.25,5538.35,False,4,True,82.66194029850747,False,True,False,0,0
2.5,4,False,0,0,15,0.3125,False,145.875,291.75,19.45,340.85,False,5,False,21.303125,False,False,True,1,0
20.0,1,False,0,0,42,0.06976744186046512,True,435.75,871.5,20.75,844.45,False,3,False,19.638372093023257,False,False,True,1,0
18.5,5,False,0,0,17,0.0,False,447.1000000000001,1341.3000000000002,78.9,1348.95,True,0,True,74.94166666666666,False,False,False,0,0
37.5,1,False,0,0,37,0.07894736842105263,False,644.4166666666666,3866.5,104.5,3778.0,True,3,False,99.42105263157895,False,False,False,1,0
16.0,6,False,0,0,12,0.0,False,197.6,592.8,49.4,611.65,False,0,True,47.05,False,False,False,1,0
26.5,1,False,5,1,53,0.09259259259259259,False,999.05,4995.25,94.25,4867.95,True,10,False,90.14722222222223,False,False,False,1,1
35.0,0,True,0,0,60,0.0,True,750.0,1500.0,25.0,1505.05,False,0,False,24.67295081967213,False,True,True,0,0
9.0,3,True,0,0,18,0.0,False,459.9,459.9,25.55,467.85,False,0,False,24.623684210526317,False,False,False,0,0
5.5,6,False,0,0,1,0.0,False,37.45,74.9,74.9,74.9,True,0,True,37.45,True,False,False,1,1
6.5,6,False,0,0,3,0.0,False,105.225,210.45,70.15,194.2,True,0,True,48.55,True,False,False,1,0
24.5,4,False,0,0,9,0.0,False,124.92,624.6,69.4,571.45,False,0,False,57.145,True,False,False,1,0
10.5,6,False,0,0,1,0.0,False,26.75,80.25,80.25,80.25,True,0,True,40.125,True,False,False,1,1
48.0,3,True,0,0,56,0.0,False,1043.2800000000002,5216.400000000001,93.15,5253.95,True,0,True,92.17456140350878,False,False,False,1,0
13.5,6,False,0,0,17,0.0,False,586.5,1173.0,69.0,1149.65,True,0,True,63.86944444444445,False,False,False,1,1
20.5,6,False,0,0,11,0.0,False,182.46249999999998,729.8499999999999,66.35,740.8,False,0,True,61.73333333333333,True,False,False,1,1
8.5,6,False,0,0,7,0.0,False,243.425,486.85,69.55,521.35,True,0,True,65.16875,True,False,False,1,0
31.5,0,False,0,0,69,0.05714285714285714,True,696.9,1393.8,20.2,1412.65,False,4,False,20.180714285714288,False,True,True,0,0
19.5,4,False,0,0,19,0.0,False,544.6666666666666,1634.0,86.0,1532.45,True,0,False,76.6225,False,False,False,1,1
3.5,6,False,0,0,3,1.0,False,80.3,240.9,80.3,250.05,True,4,True,62.5125,True,False,False,1,1
32.0,0,True,0,0,54,0.0,True,550.8,1101.6,20.4,1090.6,False,0,False,19.829090909090908,False,False,True,0,0
36.0,1,True,0,0,62,0.0,False,736.25,1472.5,23.75,1446.8,False,0,False,22.965079365079365,False,True,True,1,0
15.0,4,False,3,0,24,0.12,False,543.3,2173.2,90.55,2282.55,True,6,False,91.302,False,False,False,1,1
46.0,4,False,0,0,62,0.0,False,1091.9750000000001,4367.900000000001,70.45,4300.45,False,0,False,68.2611111111111,False,True,False,1,0
23.5,3,True,0,0,17,0.0,False,279.4375,1117.75,65.75,1111.2,False,0,False,61.733333333333334,False,False,False,0,0
4.5,4,False,0,0,9,0.0,False,221.4,221.4,24.6,190.1,False,0,False,19.009999999999998,True,False,False,1,0
57.0,0,True,0,0,64,0.0,True,738.6666666666666,4432.0,69.25,4447.75,False,0,False,68.42692307692307,False,True,False,0,0
6.0,6,False,0,0,2,0.0,False,75.9,151.8,75.9,143.35,True,0,True,47.78333333333333,True,False,False,1,1
5.5,4,False,0,0,1,0.0,False,22.925,45.85,45.85,45.85,False,0,False,22.925,True,False,False,1,1
19.0,6,False,1,0,16,0.058823529411764705,False,199.8,799.2,49.95,810.2,False,2,True,47.65882352941177,False,False,False,1,1
41.0,0,True,0,0,72,0.0,True,887.4,1774.8,24.65,1830.05,False,0,False,25.06917808219178,False,True,True,0,0
27.0,0,False,2,0,30,0.06451612903225806,False,542.4,2712.0,90.4,2820.65,True,4,False,90.98870967741935,False,False,False,0,0
38.5,4,False,0,0,49,0.06,False,988.3299999999999,4941.65,100.85,4847.35,True,3,False,96.947,False,False,False,1,0
55.5,0,True,0,0,61,0.0,True,766.0583333333333,4596.349999999999,75.35,4729.3,False,0,False,76.27903225806452,False,True,False,0,0
38.5,5,False,0,0,47,0.0,False,1024.6000000000001,4098.400000000001,87.2,4017.45,True,0,True,83.69687499999999,False,False,False,0,0
28.0,3,False,0,0,20,0.047619047619047616,False,257.6,1288.0,64.4,1398.6,False,1,False,66.6,False,False,False,0,0
27.0,5,False,0,0,34,0.0,False,887.4,2662.2,78.3,2564.3,True,0,True,73.2657142857143,False,False,False,0,1
36.0,0,True,0,0,70,0.028169014084507043,True,864.5,1729.0,24.7,1685.9,False,2,False,23.745070422535214,False,True,True,0,0
57.0,3,True,0,0,54,0.0,False,816.5571428571428,5715.9,105.85,5826.65,True,0,True,105.93909090909091,False,False,False,1,0
55.5,1,True,0,0,61,0.0,False,999.3833333333333,5996.3,98.3,6066.55,True,0,False,97.84758064516129,False,True,False,1,0
0.5,6,False,0,0,3,0.75,False,115.425,230.85,76.95,228.4,True,3,True,57.1,True,False,False,1,1
11.5,0,True,0,0,13,0.0,False,126.425,252.85,19.45,270.2,False,0,False,19.3,False,False,True,0,0
23.0,6,False,0,0,16,0.0,False,384.6,1538.4,96.15,1529.2,True,0,True,89.95294117647059,False,False,False,1,1
16.5,4,False,0,0,3,0.0,False,44.025000000000006,176.10000000000002,58.7,168.6,False,0,False,42.15,True,False,False,1,0
17.5,4,False,0,0,25,0.0,False,251.875,503.75,20.15,536.35,False,0,False,20.628846153846155,False,False,True,1,0
28.0,4,False,0,0,30,0.03225806451612903,False,483.75,1935.0,64.5,1888.45,False,1,False,60.917741935483875,False,False,False,1,0
15.5,5,False,0,0,21,0.0,False,299.25,598.5,28.5,629.35,False,0,True,28.606818181818184,False,False,False,0,0
5.5,5,False,0,0,1,0.0,False,22.65,45.3,45.3,45.3,False,0,True,22.65,True,False,False,0,1
12.5,3,True,0,0,15,0.0,False,145.5,291.0,19.4,289.3,False,0,False,18.08125,False,False,True,0,1
26.5,6,False,0,0,23,0.0,False,520.0875,2080.35,90.45,2117.25,True,0,True,88.21875,False,False,False,1,0
45.5,6,False,0,0,45,0.021739130434782608,False,788.625,4731.75,105.15,4730.9,True,1,True,102.84565217391304,False,False,False,1,0
27.0,0,True,0,0,24,0.0,False,498.9,1995.6,83.15,2033.05,True,0,False,81.322,False,False,False,0,0
20.5,5,False,0,0,11,0.0,False,247.9125,991.65,90.15,987.95,True,0,True,82.32916666666667,True,False,False,0,1
5.5,3,True,0,0,1,0.0,False,22.525,45.05,45.05,45.05,False,0,False,22.525,True,False,False,0,1
53.0,0,True,0,0,56,0.0,True,963.1999999999999,5779.2,103.2,5744.35,True,0,False,100.7780701754386,False,False,False,0,0
10.5,5,False,0,0,1,0.0,False,25.266666666666666,75.8,75.8,75.8,True,0,True,37.9,True,False,False,0,1
3.5,5,False,0,0,1,0.5,False,9.725,19.45,19.45,19.45,False,1,True,9.725,True,False,True,0,0
13.5,6,False,0,0,7,0.0,False,185.03333333333333,555.1,79.3,523.15,True,0,True,65.39375,True,False,False,1,1
47.5,0,True,0,0,55,0.0,True,976.8,4884.0,88.8,4805.3,True,0,False,85.80892857142858,False,False,False,0,0
6.0,6,False,0,0,2,0.0,False,30.9,61.8,30.9,59.05,False,0,True,19.683333333333334,True,False,False,1,1
50.0,1,False,4,0,72,0.0547945205479452,True,883.5428571428572,6184.8,85.9,6110.75,False,8,False,83.70890410958904,False,True,False,1,0
27.5,2,True,0,0,45,0.0,False,769.5000000000001,1539.0000000000002,34.2,1596.6,False,0,True,34.70869565217391,False,False,False,0,0
28.5,0,True,0,0,47,0.0,True,473.525,947.05,20.15,1046.2,False,0,False,21.795833333333334,False,False,True,0,0
19.0,0,False,6,1,46,0.1276595744680851,False,876.3,4381.5,95.25,4424.2,True,12,False,94.13191489361702,False,False,False,0,1
11.0,4,False,0,0,2,0.0,False,33.53333333333333,100.6,50.3,92.75,False,0,False,30.916666666666668,True,False,False,1,0
16.0,6,False,0,0,2,0.0,False,40.075,160.3,80.15,194.55,True,0,True,64.85000000000001,True,False,False,1,0
16.0,6,False,0,0,12,0.0,False,205.0,615.0,51.25,612.1,False,0,True,47.08461538461539,False,False,False,1,0
25.0,4,False,6,1,68,0.08695652173913043,False,1523.1999999999998,6092.799999999999,89.6,6127.6,True,12,False,88.80579710144929,False,True,False,1,1
24.5,1,False,5,0,69,0.14285714285714285,True,1313.76,6568.8,95.2,6671.7,True,15,False,95.31,False,True,False,1,0
48.0,0,True,0,0,56,0.0,False,1061.76,5308.8,94.8,5264.3,True,0,False,92.3561403508772,False,False,False,0,0
12.0,6,False,0,0,4,0.0,False,107.0,321.0,80.25,303.7,True,0,True,60.739999999999995,True,False,False,1,0
57.0,1,True,0,0,64,0.0,True,811.7333333333332,4870.4,76.1,4818.8,False,0,False,74.13538461538462,False,True,False,1,0
35.5,3,False,6,1,59,0.1,False,928.407142857143,6498.85,110.15,6448.05,True,12,True,107.4675,False,False,False,1,1
66.0,0,True,0,0,62,0.0,True,895.5124999999999,7164.099999999999,115.55,7159.05,True,0,False,113.63571428571429,False,True,False,0,0
36.5,0,True,0,0,63,0.0,True,776.4749999999999,1552.9499999999998,24.65,1574.5,False,0,False,24.6015625,False,True,True,0,0
51.5,3,True,0,0,53,0.0,False,473.4666666666667,2840.8,53.6,2879.2,False,0,True,53.318518518518516,False,False,False,1,0
7.5,3,True,0,0,5,0.0,False,48.625,97.25,19.45,86.05,False,0,False,14.341666666666667,True,False,True,0,0
44.5,6,False,0,0,49,0.0,False,864.36,4321.8,88.2,4159.45,True,0,True,83.189,False,False,False,1,0
51.0,1,True,0,0,62,0.0,True,1254.26,6271.3,101.15,6638.35,True,0,False,105.37063492063493,False,True,False,1,0
39.5,0,False,0,0,55,0.07142857142857142,True,624.8,3124.0,56.8,3112.05,False,4,False,55.572321428571435,False,False,False,0,0
65.5,3,True,0,0,71,0.0,True,1008.2,7057.400000000001,99.4,7168.25,True,0,True,99.55902777777777,False,True,False,1,0
41.0,1,True,0,0,72,0.0,True,723.6,1447.2,20.1,1326.25,False,0,False,18.16780821917808,False,True,True,1,0
43.0,0,True,0,0,36,0.0,False,364.20000000000005,2185.2000000000003,60.7,2234.55,False,0,False,60.39324324324325,False,False,False,0,0
7.5,1,False,0,0,25,0.19230769230769232,False,261.875,523.75,20.95,495.15,False,5,False,19.04423076923077,False,False,True,1,0
71.0,1,True,0,0,72,0.0,True,1033.6499999999999,8269.199999999999,114.85,8317.95,True,0,False,113.94452054794522,False,True,False,1,0
15.0,1,False,2,0,36,0.05405405405405406,False,346.5,693.0,19.25,679.8,False,4,False,18.37297297297297,False,False,True,1,0
11.5,4,False,0,0,1,1.0,False,15.7,62.8,62.8,62.8,False,2,False,31.4,True,False,False,1,0
61.0,3,True,0,0,72,0.0,True,1266.0,7596.0,105.5,7544.0,True,0,True,103.34246575342466,False,True,False,1,0
30.5,0,True,1,0,59,0.016666666666666666,True,585.575,1171.15,19.85,1188.25,False,2,False,19.804166666666667,False,False,True,0,0
10.5,6,False,2,0,7,0.25,False,156.625,626.5,89.5,676.7,True,4,True,84.5875,True,False,False,1,1
25.5,0,True,0,0,1,0.0,False,12.35,74.1,74.1,74.1,False,0,False,37.05,True,False,False,0,0
37.0,6,False,0,0,30,0.12903225806451613,False,460.7142857142857,3225.0,107.5,3242.5,True,4,True,104.59677419354838,False,False,False,1,0
31.0,0,True,0,0,64,0.046153846153846156,True,625.6,1251.2,19.55,1240.15,False,3,False,19.079230769230772,False,True,True,0,0
56.5,0,True,0,0,63,0.0,False,722.4,4334.4,68.8,4111.35,False,0,False,64.23984375,False,True,False,0,0
66.0,0,True,0,0,72,0.0,True,868.6285714285715,6080.400000000001,84.45,5899.85,False,0,False,80.81986301369864,False,True,False,0,0
10.0,5,False,0,0,8,0.2222222222222222,False,200.0,600.0,75.0,632.95,True,2,True,70.32777777777778,True,False,False,0,1
59.0,0,True,0,0,62,0.015873015873015872,True,748.4285714285714,5239.0,84.5,5193.2,False,1,False,82.43174603174603,False,True,False,0,0
63.5,1,True,0,0,67,0.0,True,1064.3428571428572,7450.400000000001,111.2,7530.8,True,0,False,110.74705882352941,False,True,False,1,0
8.0,5,False,0,0,6,0.0,False,134.25,268.5,44.75,270.95,False,0,True,38.707142857142856,True,False,False,0,1
60.0,1,True,0,0,70,0.0,True,940.3333333333334,5642.0,80.6,5460.2,False,0,False,76.90422535211268,False,True,False,1,0
16.0,3,False,0,0,20,0.09523809523809523,False,538.0,1614.0,80.7,1614.2,True,2,False,76.86666666666667,False,False,False,0,0
7.5,5,False,0,0,5,0.0,False,189.0,378.0,75.6,402.5,True,0,True,67.08333333333333,True,False,False,0,0
35.0,2,True,0,0,24,0.04,False,230.4,1382.4,57.6,1367.75,False,1,True,54.71,False,False,False,0,0
10.5,6,False,0,0,11,0.0,False,242.275,484.55,44.05,483.7,False,0,True,40.30833333333333,True,False,False,1,1
66.0,1,True,0,0,72,0.0,True,1137.6,7963.2,110.6,7962.2,True,0,False,109.07123287671233,False,True,False,1,0
29.0,1,False,6,0,66,0.08955223880597014,True,768.24,3841.2,58.2,3810.8,False,12,False,56.87761194029851,False,True,False,1,0
52.5,1,True,0,0,45,0.0,True,520.7142857142857,3645.0,81.0,3533.6,False,0,False,76.81739130434782,False,False,False,1,0
39.5,0,True,0,0,69,0.0,True,679.65,1359.3,19.7,1396.9,False,0,False,19.955714285714286,False,True,True,0,0
17.5,4,False,0,0,15,0.0,False,428.0,1284.0,85.6,1345.55,True,0,False,84.096875,False,False,False,1,1
29.0,4,False,0,0,28,0.0,False,416.85,1667.4,59.55,1646.45,False,0,False,56.77413793103448,False,False,False,1,0
46.0,0,False,6,1,70,0.08450704225352113,False,1011.0625,8088.5,115.55,8127.6,True,12,False,114.47323943661972,False,True,False,0,1
48.0,1,True,0,0,36,0.0,False,388.54285714285714,2719.8,75.55,2680.15,False,0,False,72.43648648648649,False,False,False,1,0
18.0,6,False,0,0,16,0.0,False,461.8666666666666,1385.6,86.6,1281.0,True,0,True,75.3529411764706,False,False,False,1,1
19.0,6,False,0,0,18,0.0,False,511.2,1533.6,85.2,1553.9,True,0,True,81.78421052631579,False,False,False,1,1
20.0,6,False,3,1,34,0.08571428571428572,False,830.0250000000001,3320.1000000000004,97.65,3207.55,True,6,True,91.64428571428572,False,False,False,1,1
36.0,1,True,0,0,42,0.0,False,473.55,1894.2,45.1,2049.05,False,0,False,47.65232558139535,False,False,False,1,0
44.0,1,True,0,0,48,0.0,False,681.1200000000001,3405.6000000000004,70.95,3629.2,False,0,False,74.06530612244897,False,False,False,1,0
37.5,6,False,4,1,47,0.08333333333333333,False,735.55,5148.849999999999,109.55,5124.55,True,8,True,106.76145833333334,False,False,False,1,1
35.5,3,False,1,1,39,0.025,False,698.49,3492.45,89.55,3474.45,True,2,True,86.86125,False,False,False,1,1
10.5,0,True,0,0,11,0.0,True,114.95,229.9,20.9,202.3,False,0,False,16.858333333333334,True,False,True,0,0
8.5,4,False,0,0,7,0.0,False,69.825,139.65,19.95,147.5,False,0,False,18.4375,True,False,True,1,0
6.5,3,True,0,0,3,0.0,False,36.900000000000006,73.80000000000001,24.6,86.35,False,0,False,21.5875,True,False,True,0,0
24.0,6,False,0,0,8,0.0,False,106.72,533.6,66.7,579.0,False,0,True,64.33333333333333,True,False,False,1,0
5.5,4,False,0,0,1,0.0,False,9.725,19.45,19.45,19.45,False,0,False,9.725,True,False,True,1,1
41.0,0,True,0,0,32,0.0,False,505.59999999999997,3033.6,94.8,3131.55,True,0,False,94.89545454545456,False,False,False,0,0
55.0,1,True,0,0,60,0.0,False,658.5,3951.0,65.85,3928.3,False,0,False,64.3983606557377,False,True,False,1,0
10.0,4,False,0,0,10,0.0,False,99.75,199.5,19.95,187.75,False,0,False,17.068181818181817,True,False,True,1,0
40.5,1,True,0,0,71,0.0,True,875.075,1750.15,24.65,1710.15,False,0,False,23.752083333333335,False,True,True,1,0
7.0,3,True,0,0,4,0.0,False,40.7,81.4,20.35,76.35,False,0,False,15.27,True,False,True,0,1
3.5,6,False,0,0,1,0.5,False,34.625,69.25,69.25,69.25,True,1,True,34.625,True,False,False,1,1
39.5,1,True,0,0,43,0.022727272727272728,False,440.75,2203.75,51.25,2151.6,False,1,False,48.9,False,False,False,1,0
29.5,1,False,5,1,59,0.08333333333333333,False,1174.1,5870.5,99.5,5961.1,True,10,False,99.35166666666667,False,False,False,1,1
26.5,5,False,0,0,23,0.0,False,311.9375,1247.75,54.25,1221.55,False,0,True,50.89791666666667,False,False,False,0,0
37.0,0,True,1,0,72,0.0136986301369863,True,698.4,1396.8,19.4,1496.45,False,2,False,20.49931506849315,False,True,True,0,0
18.0,1,False,0,0,22,0.17391304347826086,False,309.375,1237.5,56.25,1292.2,False,4,False,56.18260869565218,False,False,False,1,0
-9.5,4,False,0,0,1,2.5,False,25.15,25.15,25.15,25.15,False,5,False,12.575,True,False,False,1,0
39.5,0,True,0,0,69,0.0,True,826.275,1652.55,23.95,1713.1,False,0,False,24.47285714285714,False,True,True,0,0
35.0,1,True,0,0,50,0.0,False,590.0,1770.0,35.4,1748.9,False,0,False,34.2921568627451,False,False,False,1,0
0.5,6,False,0,0,1,0.0,False,25.2,25.2,25.2,25.2,False,0,True,12.6,True,False,False,1,1
6.0,4,False,0,0,2,0.0,False,45.0,90.0,45.0,96.45,False,0,False,32.15,True,False,False,1,1
17.5,3,True,0,0,15,0.0,False,376.75,1130.25,75.35,1114.55,True,0,False,69.659375,False,False,False,0,0
20.5,0,True,0,0,31,0.0,True,316.2,632.4,20.4,609.1,False,0,False,19.034375,False,False,True,0,0
5.5,3,True,0,0,1,0.0,False,10.075,20.15,20.15,20.15,False,0,False,10.075,True,False,True,0,1
34.0,4,False,6,1,66,0.08955223880597014,False,1155.0,6930.0,105.0,7133.25,True,12,False,106.46641791044776,False,True,False,1,1
25.0,0,True,0,0,0,0.0,True,0.0,0.0,56.05,1397.475,False,0,False,1397.475,True,False,False,0,0
11.5,4,False,0,0,3,0.0,False,54.70000000000001,164.10000000000002,54.7,169.45,False,0,False,42.3625,True,False,False,1,1
-1.0,0,False,0,0,8,0.5555555555555556,True,80.0,160.0,20.0,141.6,False,5,False,15.733333333333333,True,False,True,0,0
57.0,1,True,0,0,64,0.0,False,779.1999999999999,4675.2,73.05,4688.65,False,0,False,72.13307692307691,False,True,False,1,0
17.0,3,False,0,0,28,0.034482758620689655,False,287.0,574.0,20.5,563.05,False,1,False,19.41551724137931,False,False,True,0,0
44.5,1,True,0,0,57,0.034482758620689655,False,1148.55,5742.75,100.75,5985.0,True,2,False,103.1896551724138,False,False,False,1,0
14.0,6,False,2,0,14,0.13333333333333333,False,305.375,1221.5,87.25,1258.6,True,4,True,83.90666666666667,False,False,False,1,1
14.5,1,True,0,0,19,0.0,True,189.525,379.05,19.95,373.5,False,0,False,18.675,False,False,True,1,0
13.0,6,False,0,0,10,0.09090909090909091,False,266.5,799.5,79.95,857.2,True,1,True,77.92727272727274,True,False,False,1,1
40.5,6,False,0,0,51,0.0,False,633.0375,2532.15,49.65,2553.35,False,0,True,49.10288461538461,False,False,False,1,0
53.5,0,True,0,0,67,0.0,True,879.71,4398.55,65.65,4322.85,False,0,False,63.57132352941177,False,True,False,0,0
10.5,6,False,0,0,11,0.0,False,112.475,224.95,20.45,250.8,False,0,True,20.900000000000002,True,False,True,1,0
59.0,0,True,0,0,72,0.0136986301369863,True,731.4000000000001,4388.400000000001,60.95,4549.05,False,1,False,62.31575342465754,False,True,False,0,0
38.0,3,True,0,0,66,0.0,False,671.55,1343.1,20.35,1359.5,False,0,True,20.291044776119403,False,True,True,1,0
24.0,6,False,0,0,18,0.0,False,397.575,1590.3,88.35,1639.3,True,0,True,86.27894736842104,False,False,False,1,1
9.5,6,False,0,0,9,0.0,False,87.75,175.5,19.5,178.85,False,0,True,17.884999999999998,True,False,True,1,0
9.5,4,False,0,0,9,0.0,False,338.40000000000003,676.8000000000001,75.2,633.85,True,0,False,63.385000000000005,True,False,False,1,0
48.0,4,False,0,0,48,0.061224489795918366,False,764.2285714285715,5349.6,111.45,5315.1,True,3,False,108.47142857142858,False,False,False,1,0
10.0,3,True,0,0,10,0.0,False,350.75,701.5,70.15,735.5,True,0,False,66.86363636363636,True,False,False,0,0
19.5,6,False,0,0,9,0.0,False,213.1875,852.75,94.75,889.9,True,0,True,88.99,True,False,False,1,1
21.5,6,False,0,0,13,0.0,False,308.9125,1235.65,95.05,1290.0,True,0,True,92.14285714285714,False,False,False,1,1
12.0,5,False,0,0,4,0.0,False,104.60000000000001,313.8,78.45,330.05,True,0,True,66.01,True,False,False,0,1
7.0,6,False,0,0,4,0.0,False,140.4,280.8,70.2,237.95,True,0,True,47.589999999999996,True,False,False,1,1
71.0,0,True,0,0,72,0.0,True,828.0,6624.0,92.0,6474.4,False,0,False,88.69041095890411,False,True,False,0,0
60.5,0,True,0,0,51,0.0,True,545.0625,4360.5,85.5,4421.95,False,0,False,85.0375,False,False,False,0,0
23.5,4,False,4,0,59,0.06666666666666667,False,807.3166666666666,2421.95,41.05,2452.7,False,8,False,40.87833333333333,False,False,False,1,1
15.0,6,False,0,0,10,0.0,False,285.3333333333333,856.0,85.6,813.85,True,0,True,73.98636363636363,True,False,False,1,1
